type,char,frequency
no_gaiji,不,3294540
no_gaiji,無,2707958
no_gaiji,一,2508999
no_gaiji,是,2316382
no_gaiji,有,2284041
no_gaiji,之,2060846
no_gaiji,者,2026312
no_gaiji,如,1903804
no_gaiji,法,1854917
no_gaiji,為,1794717
no_gaiji,故,1736536
no_gaiji,二,1595227
no_gaiji,生,1558643
no_gaiji,三,1503478
no_gaiji,此,1486214
no_gaiji,佛,1426118
no_gaiji,所,1390731
no_gaiji,也,1371410
no_gaiji,以,1360294
no_gaiji,云,1342087
no_gaiji,人,1267717
no_gaiji,中,1178453
no_gaiji,於,1167963
no_gaiji,若,1153754
no_gaiji,大,1149370
no_gaiji,得,1148117
no_gaiji,心,1145712
no_gaiji,諸,1036150
no_gaiji,十,1027527
no_gaiji,說,1021924
no_gaiji,而,1012224
no_gaiji,相,1001997
no_gaiji,行,975894
no_gaiji,名,953560
no_gaiji,見,894109
no_gaiji,何,876805
no_gaiji,即,866892
no_gaiji,師,859459
no_gaiji,曰,855420
no_gaiji,四,850079
no_gaiji,非,848572
no_gaiji,言,845661
no_gaiji,等,835259
no_gaiji,上,819295
no_gaiji,時,805242
no_gaiji,道,795720
no_gaiji,來,782495
no_gaiji,自,780404
no_gaiji,其,779937
no_gaiji,明,775266
no_gaiji,知,763900
no_gaiji,世,717570
no_gaiji,亦,713688
no_gaiji,能,713176
no_gaiji,菩,711610
no_gaiji,作,692683
no_gaiji,眾,687562
no_gaiji,下,671184
no_gaiji,我,665269
no_gaiji,薩,648570
no_gaiji,經,646584
no_gaiji,身,635454
no_gaiji,五,635128
no_gaiji,切,624341
no_gaiji,子,604329
no_gaiji,善,596893
no_gaiji,謂,585249
no_gaiji,因,584122
no_gaiji,至,580972
no_gaiji,緣,571684
no_gaiji,處,566543
no_gaiji,第,565788
no_gaiji,智,562325
no_gaiji,天,556437
no_gaiji,成,554311
no_gaiji,可,548818
no_gaiji,應,546771
no_gaiji,在,538584
no_gaiji,界,537164
no_gaiji,性,532250
no_gaiji,彼,530946
no_gaiji,種,523853
no_gaiji,淨,521986
no_gaiji,出,521046
no_gaiji,分,517127
no_gaiji,義,516798
no_gaiji,地,515052
no_gaiji,問,507436
no_gaiji,前,502874
no_gaiji,今,502410
no_gaiji,羅,501307
no_gaiji,空,500641
no_gaiji,後,500379
no_gaiji,正,493710
no_gaiji,別,492970
no_gaiji,與,484463
no_gaiji,門,478942
no_gaiji,則,474385
no_gaiji,初,466186
no_gaiji,方,460781
no_gaiji,已,458721
no_gaiji,事,458477
no_gaiji,受,456884
no_gaiji,僧,447425
no_gaiji,皆,445597
no_gaiji,王,441530
no_gaiji,然,434299
no_gaiji,入,433092
no_gaiji,本,430758
no_gaiji,又,430361
no_gaiji,住,428110
no_gaiji,六,425583
no_gaiji,觀,425127
no_gaiji,意,424944
no_gaiji,當,423152
no_gaiji,同,416123
no_gaiji,文,414107
no_gaiji,多,409329
no_gaiji,山,402437
no_gaiji,未,394429
no_gaiji,色,394303
no_gaiji,修,393326
no_gaiji,依,392328
no_gaiji,解,392065
no_gaiji,日,390247
no_gaiji,復,387831
no_gaiji,起,386656
no_gaiji,識,384165
no_gaiji,現,379945
no_gaiji,釋,377767
no_gaiji,真,376574
no_gaiji,從,373430
no_gaiji,乃,373355
no_gaiji,聞,372877
no_gaiji,欲,369828
no_gaiji,及,358600
no_gaiji,論,354472
no_gaiji,念,352887
no_gaiji,八,345931
no_gaiji,滅,344685
no_gaiji,實,343230
no_gaiji,教,341649
no_gaiji,離,340409
no_gaiji,便,340283
no_gaiji,或,338801
no_gaiji,定,338522
no_gaiji,果,333400
no_gaiji,隨,331886
no_gaiji,常,330040
no_gaiji,通,329855
no_gaiji,德,328592
no_gaiji,根,323331
no_gaiji,七,319304
no_gaiji,次,310849
no_gaiji,尊,309383
no_gaiji,比,304590
no_gaiji,令,303005
no_gaiji,覺,298685
no_gaiji,由,294041
no_gaiji,清,289809
no_gaiji,業,288426
no_gaiji,去,287725
no_gaiji,提,287254
no_gaiji,禪,284310
no_gaiji,具,284262
no_gaiji,阿,283724
no_gaiji,異,283572
no_gaiji,難,283178
no_gaiji,戒,282480
no_gaiji,斷,282136
no_gaiji,用,282134
no_gaiji,他,279734
no_gaiji,樂,275384
no_gaiji,丘,272652
no_gaiji,語,271676
no_gaiji,合,269978
no_gaiji,持,268768
no_gaiji,體,267420
no_gaiji,苦,266773
no_gaiji,利,264330
no_gaiji,汝,261521
no_gaiji,光,260309
no_gaiji,間,257749
no_gaiji,摩,257018
no_gaiji,盡,255857
no_gaiji,過,255671
no_gaiji,理,254919
no_gaiji,聲,252563
no_gaiji,量,249602
no_gaiji,乘,248691
no_gaiji,慧,244910
no_gaiji,力,240075
no_gaiji,外,239699
no_gaiji,答,238401
no_gaiji,年,237794
no_gaiji,聖,236044
no_gaiji,餘,236027
no_gaiji,取,234036
no_gaiji,南,232868
no_gaiji,百,232771
no_gaiji,勝,232007
no_gaiji,長,229048
no_gaiji,句,228204
no_gaiji,發,225758
no_gaiji,立,224260
no_gaiji,千,223740
no_gaiji,爾,222885
no_gaiji,麼,221452
no_gaiji,安,221063
no_gaiji,寶,220628
no_gaiji,波,220026
no_gaiji,華,219780
no_gaiji,家,219708
no_gaiji,思,218976
no_gaiji,反,218645
no_gaiji,惡,218434
no_gaiji,金,217300
no_gaiji,雖,217095
no_gaiji,唯,216483
no_gaiji,化,215948
no_gaiji,水,213373
no_gaiji,學,212020
no_gaiji,藏,211704
no_gaiji,耶,211600
no_gaiji,妙,211470
no_gaiji,月,211195
no_gaiji,轉,211003
no_gaiji,須,210681
no_gaiji,境,209681
no_gaiji,證,207238
no_gaiji,著,206935
no_gaiji,但,206294
no_gaiji,死,205789
no_gaiji,九,205695
no_gaiji,眼,205199
no_gaiji,神,205066
no_gaiji,足,204863
no_gaiji,信,204852
no_gaiji,顯,203117
no_gaiji,向,201980
no_gaiji,先,199560
no_gaiji,重,199339
no_gaiji,卷,199274
no_gaiji,國,198204
no_gaiji,食,197261
no_gaiji,白,195437
no_gaiji,了,195246
no_gaiji,想,194560
no_gaiji,願,194401
no_gaiji,和,193986
no_gaiji,圓,192354
no_gaiji,開,192283
no_gaiji,那,190330
no_gaiji,結,189523
no_gaiji,求,189073
no_gaiji,頭,188976
no_gaiji,俱,188741
no_gaiji,音,188613
no_gaiji,萬,188519
no_gaiji,既,187756
no_gaiji,示,186048
no_gaiji,廣,184465
no_gaiji,破,180875
no_gaiji,攝,180223
no_gaiji,施,179904
no_gaiji,會,179687
no_gaiji,物,175829
no_gaiji,對,175758
no_gaiji,就,173804
no_gaiji,字,171595
no_gaiji,尼,171503
no_gaiji,脫,171322
no_gaiji,引,170846
no_gaiji,小,170183
no_gaiji,宗,169681
no_gaiji,內,169159
no_gaiji,陀,168690
no_gaiji,深,168124
no_gaiji,數,167731
no_gaiji,捨,166893
no_gaiji,沙,166527
no_gaiji,婆,166358
no_gaiji,度,164120
no_gaiji,嚴,164074
no_gaiji,品,162497
no_gaiji,還,161821
no_gaiji,功,161356
no_gaiji,衣,160185
no_gaiji,舉,159998
no_gaiji,各,155384
no_gaiji,主,154791
no_gaiji,流,154790
no_gaiji,位,154703
no_gaiji,雲,153750
no_gaiji,老,153422
no_gaiji,般,152608
no_gaiji,海,152568
no_gaiji,諦,151541
no_gaiji,喜,150285
no_gaiji,舍,150099
no_gaiji,歸,150072
no_gaiji,妄,149632
no_gaiji,命,149137
no_gaiji,風,149075
no_gaiji,迦,148699
no_gaiji,土,148100
no_gaiji,惱,148047
no_gaiji,甚,147807
no_gaiji,居,147354
no_gaiji,更,146957
no_gaiji,滿,146280
no_gaiji,將,145169
no_gaiji,堂,145152
no_gaiji,尚,144830
no_gaiji,香,144688
no_gaiji,情,144164
no_gaiji,報,143568
no_gaiji,請,143330
no_gaiji,總,142836
no_gaiji,槃,141986
no_gaiji,塵,140378
no_gaiji,執,140236
no_gaiji,寺,139682
no_gaiji,坐,138110
no_gaiji,涅,136688
no_gaiji,進,135806
no_gaiji,增,135729
no_gaiji,往,135608
no_gaiji,集,135361
no_gaiji,普,134618
no_gaiji,使,134428
no_gaiji,共,134091
no_gaiji,記,133460
no_gaiji,夫,132775
no_gaiji,除,132489
no_gaiji,悉,132399
no_gaiji,女,132182
no_gaiji,手,131470
no_gaiji,動,131385
no_gaiji,訶,130904
no_gaiji,罪,129630
no_gaiji,必,129151
no_gaiji,止,128812
no_gaiji,遠,128721
no_gaiji,西,127806
no_gaiji,邊,127689
no_gaiji,愛,126786
no_gaiji,古,126732
no_gaiji,竟,126636
no_gaiji,約,126430
no_gaiji,悟,125821
no_gaiji,福,125461
no_gaiji,耳,125074
no_gaiji,供,124916
no_gaiji,祖,124831
no_gaiji,禮,124402
no_gaiji,士,124236
no_gaiji,終,123885
no_gaiji,兩,122983
no_gaiji,高,122646
no_gaiji,失,122505
no_gaiji,指,121805
no_gaiji,且,121679
no_gaiji,矣,120462
no_gaiji,凡,120412
no_gaiji,漏,119829
no_gaiji,要,119457
no_gaiji,蜜,119399
no_gaiji,猶,118970
no_gaiji,稱,117515
no_gaiji,養,117515
no_gaiji,少,117227
no_gaiji,梵,116792
no_gaiji,寂,116676
no_gaiji,疑,116285
no_gaiji,照,116147
no_gaiji,火,115926
no_gaiji,平,115874
no_gaiji,始,114260
no_gaiji,到,113847
no_gaiji,龍,113757
no_gaiji,益,113533
no_gaiji,煩,113074
no_gaiji,夜,113049
no_gaiji,達,113012
no_gaiji,座,112643
no_gaiji,變,111346
no_gaiji,伽,110641
no_gaiji,護,110501
no_gaiji,喻,110368
no_gaiji,習,110106
no_gaiji,彌,109804
no_gaiji,頌,109372
no_gaiji,傳,109328
no_gaiji,犯,109131
no_gaiji,州,109128
no_gaiji,慈,108736
no_gaiji,莫,108450
no_gaiji,精,107968
no_gaiji,遍,107920
no_gaiji,劫,107284
no_gaiji,疏,107074
no_gaiji,極,106231
no_gaiji,染,106152
no_gaiji,偈,106146
no_gaiji,類,105944
no_gaiji,輪,105564
no_gaiji,親,104730
no_gaiji,障,103811
no_gaiji,直,103518
no_gaiji,好,102683
no_gaiji,公,102139
no_gaiji,差,102100
no_gaiji,微,101868
no_gaiji,最,101445
no_gaiji,口,101208
no_gaiji,昧,100898
no_gaiji,病,100537
no_gaiji,惟,99872
no_gaiji,目,99710
no_gaiji,順,99621
no_gaiji,豈,98937
no_gaiji,悲,98918
no_gaiji,靜,98807
no_gaiji,林,98712
no_gaiji,東,98391
no_gaiji,殊,97897
no_gaiji,樹,97868
no_gaiji,觸,97325
no_gaiji,趣,97214
no_gaiji,形,96781
no_gaiji,似,96653
no_gaiji,貪,95450
no_gaiji,聽,95399
no_gaiji,虛,95019
no_gaiji,首,94654
no_gaiji,書,94625
no_gaiji,漢,94306
no_gaiji,機,93694
no_gaiji,部,93609
no_gaiji,忍,93586
no_gaiji,斯,93222
no_gaiji,造,92082
no_gaiji,元,91942
no_gaiji,母,91817
no_gaiji,的,91571
no_gaiji,壞,91269
no_gaiji,賢,90955
no_gaiji,邪,89517
no_gaiji,乎,89398
no_gaiji,律,89345
no_gaiji,城,89183
no_gaiji,礙,89118
no_gaiji,男,88875
no_gaiji,石,88811
no_gaiji,久,88647
no_gaiji,壽,87938
no_gaiji,告,87698
no_gaiji,假,87599
no_gaiji,帝,87471
no_gaiji,花,86741
no_gaiji,剛,86662
no_gaiji,剎,86141
no_gaiji,譬,86018
no_gaiji,面,85240
no_gaiji,放,84498
no_gaiji,略,84398
no_gaiji,誦,84247
no_gaiji,近,84134
no_gaiji,敬,83385
no_gaiji,獨,82956
no_gaiji,加,82954
no_gaiji,惑,82699
no_gaiji,許,82090
no_gaiji,治,81737
no_gaiji,吾,81472
no_gaiji,支,81351
no_gaiji,計,80956
no_gaiji,屬,80946
no_gaiji,退,80568
no_gaiji,弟,80336
no_gaiji,俗,79385
no_gaiji,全,79276
no_gaiji,太,79115
no_gaiji,頂,78659
no_gaiji,布,78420
no_gaiji,譯,77725
no_gaiji,父,76803
no_gaiji,遂,76550
no_gaiji,印,76419
no_gaiji,己,75431
no_gaiji,于,74543
no_gaiji,箇,74098
no_gaiji,曾,73807
no_gaiji,莊,73672
no_gaiji,息,73668
no_gaiji,密,73628
no_gaiji,落,73533
no_gaiji,裏,73485
no_gaiji,陰,72808
no_gaiji,參,72524
no_gaiji,伏,72300
no_gaiji,誰,71396
no_gaiji,殺,71352
no_gaiji,靈,71315
no_gaiji,尋,71224
no_gaiji,魔,71199
no_gaiji,議,70922
no_gaiji,迷,70892
no_gaiji,像,70778
no_gaiji,底,70714
no_gaiji,打,70375
no_gaiji,路,70013
no_gaiji,違,69670
no_gaiji,絕,68623
no_gaiji,只,68564
no_gaiji,蘊,68194
no_gaiji,設,68182
no_gaiji,被,68104
no_gaiji,興,67956
no_gaiji,味,67844
no_gaiji,看,67494
no_gaiji,奉,67385
no_gaiji,玄,67303
no_gaiji,墮,67297
no_gaiji,半,67135
no_gaiji,葉,66509
no_gaiji,並,66278
no_gaiji,藥,65870
no_gaiji,易,65730
no_gaiji,儀,65351
no_gaiji,昔,64869
no_gaiji,倒,64800
no_gaiji,辨,64539
no_gaiji,永,64523
no_gaiji,熟,64390
no_gaiji,都,64385
no_gaiji,木,64366
no_gaiji,哉,64257
no_gaiji,虗,64171
no_gaiji,周,63506
no_gaiji,究,63226
no_gaiji,末,63154
no_gaiji,散,63053
no_gaiji,表,62951
no_gaiji,威,62868
no_gaiji,氣,62772
no_gaiji,決,62616
no_gaiji,聚,62382
no_gaiji,錄,61973
no_gaiji,際,61715
no_gaiji,志,61582
no_gaiji,讚,61427
no_gaiji,雨,61310
no_gaiji,覆,61300
no_gaiji,黃,61114
no_gaiji,新,60946
no_gaiji,隱,60403
no_gaiji,塔,59938
no_gaiji,馬,59887
no_gaiji,畢,59672
no_gaiji,迴,59626
no_gaiji,草,59531
no_gaiji,號,59211
no_gaiji,亂,59197
no_gaiji,却,58991
no_gaiji,河,58848
no_gaiji,輕,58684
no_gaiji,徧,58650
no_gaiji,望,58534
no_gaiji,某,58482
no_gaiji,雜,58380
no_gaiji,宿,58221
no_gaiji,鬼,58177
no_gaiji,建,57984
no_gaiji,這,57974
no_gaiji,夢,57929
no_gaiji,磨,57825
no_gaiji,感,57742
no_gaiji,遊,57669
no_gaiji,恒,57419
no_gaiji,北,57379
no_gaiji,蓮,57366
no_gaiji,獄,57255
no_gaiji,財,57153
no_gaiji,制,56954
no_gaiji,歲,56886
no_gaiji,歡,56361
no_gaiji,右,56118
no_gaiji,授,55770
no_gaiji,杖,55753
no_gaiji,愚,55571
no_gaiji,畏,55299
no_gaiji,燈,54861
no_gaiji,遮,54458
no_gaiji,標,54293
no_gaiji,勤,54285
no_gaiji,繫,54282
no_gaiji,鉢,54251
no_gaiji,歎,54147
no_gaiji,祇,53939
no_gaiji,續,53908
no_gaiji,蓋,53835
no_gaiji,幻,53830
no_gaiji,漸,53776
no_gaiji,鼻,53759
no_gaiji,青,53725
no_gaiji,象,53669
no_gaiji,旨,53494
no_gaiji,露,53286
no_gaiji,毘,53263
no_gaiji,癡,53219
no_gaiji,臨,52922
no_gaiji,雪,52748
no_gaiji,細,52503
no_gaiji,待,52432
no_gaiji,超,52298
no_gaiji,齊,52136
no_gaiji,牛,51904
no_gaiji,里,51589
no_gaiji,幾,51464
no_gaiji,雙,51429
no_gaiji,濟,51383
no_gaiji,頓,51261
no_gaiji,章,51181
no_gaiji,含,51162
no_gaiji,囉,50817
no_gaiji,窮,50807
no_gaiji,權,50731
no_gaiji,沒,50680
no_gaiji,堅,50335
no_gaiji,你,50243
no_gaiji,室,49950
no_gaiji,忽,49452
no_gaiji,宣,49449
no_gaiji,況,49385
no_gaiji,慮,49262
no_gaiji,端,49192
no_gaiji,容,48872
no_gaiji,影,48768
no_gaiji,舌,48739
no_gaiji,任,48393
no_gaiji,承,48350
no_gaiji,述,48175
no_gaiji,丈,48045
no_gaiji,致,48008
no_gaiji,宮,47894
no_gaiji,獲,47454
no_gaiji,吉,47393
no_gaiji,珠,47330
no_gaiji,調,47267
no_gaiji,悔,47166
no_gaiji,勸,47164
no_gaiji,害,46653
no_gaiji,喝,46626
no_gaiji,陽,46560
no_gaiji,良,46549
no_gaiji,拈,46509
no_gaiji,舊,46464
no_gaiji,忘,46297
no_gaiji,節,46127
no_gaiji,春,45906
no_gaiji,氏,45795
no_gaiji,存,45790
no_gaiji,縛,45747
no_gaiji,瞋,45534
no_gaiji,徒,45529
no_gaiji,互,45457
no_gaiji,越,45434
no_gaiji,朝,45191
no_gaiji,置,45141
no_gaiji,乞,45021
no_gaiji,笑,45009
no_gaiji,守,44981
no_gaiji,遇,44978
no_gaiji,宜,44895
no_gaiji,特,44874
no_gaiji,焉,44804
no_gaiji,眠,44601
no_gaiji,恩,44586
no_gaiji,唐,44468
no_gaiji,代,44291
no_gaiji,甲,44174
no_gaiji,童,44121
no_gaiji,江,44087
no_gaiji,什,44078
no_gaiji,恐,44063
no_gaiji,兒,43896
no_gaiji,无,43845
no_gaiji,君,43603
no_gaiji,拜,43404
no_gaiji,呪,43378
no_gaiji,資,43363
no_gaiji,飲,43184
no_gaiji,演,43150
no_gaiji,殿,43057
no_gaiji,慢,43028
no_gaiji,據,42922
no_gaiji,器,42690
no_gaiji,億,42633
no_gaiji,垢,42567
no_gaiji,翻,42539
no_gaiji,燒,42287
no_gaiji,峰,41935
no_gaiji,回,41915
no_gaiji,疾,41825
no_gaiji,遣,41379
no_gaiji,列,41358
no_gaiji,察,41186
no_gaiji,毛,41052
no_gaiji,服,40857
no_gaiji,憂,40830
no_gaiji,浮,40730
no_gaiji,消,40637
no_gaiji,場,40250
no_gaiji,序,40154
no_gaiji,寒,40115
no_gaiji,臣,40070
no_gaiji,優,40032
no_gaiji,侍,39989
no_gaiji,野,39962
no_gaiji,懷,39588
no_gaiji,辯,39500
no_gaiji,固,39365
no_gaiji,源,39259
no_gaiji,左,39178
no_gaiji,田,39155
no_gaiji,弗,39141
no_gaiji,毒,38966
no_gaiji,仁,38894
no_gaiji,橫,38860
no_gaiji,留,38779
no_gaiji,怖,38689
no_gaiji,厭,38554
no_gaiji,兼,38497
no_gaiji,檀,38420
no_gaiji,救,38359
no_gaiji,歷,38223
no_gaiji,逸,38182
no_gaiji,羯,37962
no_gaiji,恁,37879
no_gaiji,并,37612
no_gaiji,寧,37477
no_gaiji,步,37453
no_gaiji,院,37205
no_gaiji,拄,37145
no_gaiji,簡,37074
no_gaiji,關,37055
no_gaiji,契,37033
no_gaiji,交,37022
no_gaiji,曇,36996
no_gaiji,積,36753
no_gaiji,個,36680
no_gaiji,降,36666
no_gaiji,乾,36653
no_gaiji,懺,36529
no_gaiji,車,36482
no_gaiji,仰,36462
no_gaiji,掌,36429
no_gaiji,縱,36426
no_gaiji,鏡,36378
no_gaiji,領,36286
no_gaiji,玉,36219
no_gaiji,陳,36116
no_gaiji,娑,35834
no_gaiji,辭,35782
no_gaiji,點,35779
no_gaiji,嗣,35685
no_gaiji,收,35675
no_gaiji,偏,35545
no_gaiji,盛,35494
no_gaiji,泉,35369
no_gaiji,貴,35344
no_gaiji,孔,35218
no_gaiji,姓,35200
no_gaiji,休,35054
no_gaiji,融,34983
no_gaiji,堪,34959
no_gaiji,肉,34929
no_gaiji,速,34798
no_gaiji,注,34673
no_gaiji,闍,34578
no_gaiji,話,34433
no_gaiji,巧,34375
no_gaiji,巖,34319
no_gaiji,連,34252
no_gaiji,棄,34221
no_gaiji,仙,34146
no_gaiji,亡,33958
no_gaiji,呵,33941
no_gaiji,熏,33808
no_gaiji,勞,33764
no_gaiji,友,33609
no_gaiji,官,33588
no_gaiji,鳥,33374
no_gaiji,泥,33371
no_gaiji,推,33369
no_gaiji,段,33226
no_gaiji,誠,33155
no_gaiji,秋,33126
no_gaiji,運,33067
no_gaiji,客,32979
no_gaiji,叉,32950
no_gaiji,例,32885
no_gaiji,飛,32728
no_gaiji,顛,32694
no_gaiji,骨,32658
no_gaiji,詣,32591
no_gaiji,臥,32589
no_gaiji,鐵,32521
no_gaiji,讀,32500
no_gaiji,洞,32499
no_gaiji,嚩,32430
no_gaiji,毗,32296
no_gaiji,恭,32224
no_gaiji,接,32212
no_gaiji,弘,32142
no_gaiji,付,32138
no_gaiji,飯,31870
no_gaiji,民,31849
no_gaiji,樓,31819
no_gaiji,視,31773
no_gaiji,補,31719
no_gaiji,再,31576
no_gaiji,尸,31530
no_gaiji,導,31437
no_gaiji,園,31396
no_gaiji,夏,31339
no_gaiji,勢,31149
no_gaiji,毀,31139
no_gaiji,拂,31097
no_gaiji,載,31088
no_gaiji,徹,31076
no_gaiji,擇,31056
no_gaiji,勿,30999
no_gaiji,登,30934
no_gaiji,希,30933
no_gaiji,呼,30866
no_gaiji,唱,30856
no_gaiji,劣,30763
no_gaiji,助,30737
no_gaiji,熱,30705
no_gaiji,勒,30697
no_gaiji,患,30668
no_gaiji,講,30660
no_gaiji,憶,30517
no_gaiji,戲,30391
no_gaiji,慶,30333
no_gaiji,減,30271
no_gaiji,逆,30258
no_gaiji,敢,30214
no_gaiji,孤,30203
no_gaiji,原,30195
no_gaiji,諍,30181
no_gaiji,畜,30098
no_gaiji,維,30089
no_gaiji,咸,30079
no_gaiji,謗,29928
no_gaiji,奇,29921
no_gaiji,臺,29871
no_gaiji,期,29772
no_gaiji,垂,29750
no_gaiji,免,29721
no_gaiji,默,29652
no_gaiji,張,29626
no_gaiji,遺,29606
no_gaiji,活,29537
no_gaiji,黑,29506
no_gaiji,揚,29446
no_gaiji,峯,29390
no_gaiji,夷,29381
no_gaiji,喚,29343
no_gaiji,曲,29160
no_gaiji,賊,29049
no_gaiji,群,28888
no_gaiji,典,28684
no_gaiji,池,28659
no_gaiji,每,28412
no_gaiji,展,28369
no_gaiji,損,28323
no_gaiji,背,28235
no_gaiji,菴,28201
no_gaiji,迹,28156
no_gaiji,備,28001
no_gaiji,強,27856
no_gaiji,齋,27838
no_gaiji,皇,27830
no_gaiji,虎,27808
no_gaiji,錢,27804
no_gaiji,芻,27682
no_gaiji,角,27553
no_gaiji,談,27496
no_gaiji,苾,27441
no_gaiji,驚,27415
no_gaiji,美,27358
no_gaiji,暗,27267
no_gaiji,予,27266
no_gaiji,髮,27258
no_gaiji,送,27252
no_gaiji,軍,27245
no_gaiji,專,27141
no_gaiji,顧,27130
no_gaiji,延,27079
no_gaiji,富,27066
no_gaiji,盧,27032
no_gaiji,科,26969
no_gaiji,宋,26806
no_gaiji,詮,26788
no_gaiji,痛,26722
no_gaiji,鼓,26661
no_gaiji,穢,26595
no_gaiji,房,26400
no_gaiji,投,26327
no_gaiji,甘,26251
no_gaiji,擬,26211
no_gaiji,審,26193
no_gaiji,質,26184
no_gaiji,刀,26148
no_gaiji,星,26148
no_gaiji,猛,26038
no_gaiji,逢,26035
no_gaiji,脚,25984
no_gaiji,棒,25955
no_gaiji,塞,25953
no_gaiji,准,25906
no_gaiji,誓,25791
no_gaiji,適,25679
no_gaiji,溪,25676
no_gaiji,蘭,25635
no_gaiji,枝,25546
no_gaiji,岸,25545
no_gaiji,武,25505
no_gaiji,網,25447
no_gaiji,奪,25328
no_gaiji,錯,25322
no_gaiji,畫,25123
no_gaiji,徵,25034
no_gaiji,改,24988
no_gaiji,眷,24961
no_gaiji,竹,24908
no_gaiji,赤,24845
no_gaiji,耨,24707
no_gaiji,陵,24525
no_gaiji,悅,24490
no_gaiji,責,24472
no_gaiji,謝,24439
no_gaiji,饒,24413
no_gaiji,索,24411
no_gaiji,貧,24348
no_gaiji,單,24331
no_gaiji,梨,24331
no_gaiji,走,24286
no_gaiji,寄,24108
no_gaiji,恚,24031
no_gaiji,把,23844
no_gaiji,彰,23774
no_gaiji,孝,23767
no_gaiji,否,23738
no_gaiji,楞,23584
no_gaiji,松,23462
no_gaiji,冥,23462
no_gaiji,妨,23460
no_gaiji,祥,23367
no_gaiji,幢,23296
no_gaiji,題,23248
no_gaiji,負,23233
no_gaiji,喫,23130
no_gaiji,才,23126
no_gaiji,竺,23104
no_gaiji,余,23085
no_gaiji,魚,23076
no_gaiji,胎,23017
no_gaiji,擊,23001
no_gaiji,胡,22993
no_gaiji,曉,22986
no_gaiji,怨,22906
no_gaiji,勇,22842
no_gaiji,給,22807
no_gaiji,判,22764
no_gaiji,梁,22745
no_gaiji,幽,22742
no_gaiji,茶,22732
no_gaiji,遷,22704
no_gaiji,詳,22693
no_gaiji,純,22636
no_gaiji,珍,22630
no_gaiji,酒,22541
no_gaiji,盜,22433
no_gaiji,衛,22386
no_gaiji,鈔,22329
no_gaiji,爭,22273
no_gaiji,台,22242
no_gaiji,惠,22236
no_gaiji,限,22205
no_gaiji,逐,22149
no_gaiji,禁,22117
no_gaiji,詩,22102
no_gaiji,紙,22029
no_gaiji,圖,21973
no_gaiji,瑜,21962
no_gaiji,烏,21953
no_gaiji,充,21931
no_gaiji,途,21867
no_gaiji,蘇,21843
no_gaiji,短,21798
no_gaiji,省,21787
no_gaiji,藐,21776
no_gaiji,拘,21696
no_gaiji,帶,21666
no_gaiji,纏,21656
no_gaiji,史,21645
no_gaiji,塗,21602
no_gaiji,蒙,21540
no_gaiji,孫,21505
no_gaiji,移,21503
no_gaiji,條,21503
no_gaiji,旬,21488
no_gaiji,兄,21484
no_gaiji,尺,21479
no_gaiji,脩,21452
no_gaiji,濁,21384
no_gaiji,洗,21374
no_gaiji,圍,21365
no_gaiji,嘗,21338
no_gaiji,趙,21292
no_gaiji,李,21269
no_gaiji,吳,21241
no_gaiji,壁,21210
no_gaiji,卓,21193
no_gaiji,衲,21192
no_gaiji,御,21182
no_gaiji,皮,21140
no_gaiji,急,21108
no_gaiji,仍,21056
no_gaiji,婬,21054
no_gaiji,毫,21027
no_gaiji,鳴,20994
no_gaiji,招,20984
no_gaiji,京,20980
no_gaiji,肯,20978
no_gaiji,麤,20951
no_gaiji,預,20936
no_gaiji,拔,20874
no_gaiji,快,20739
no_gaiji,狀,20720
no_gaiji,殘,20681
no_gaiji,私,20648
no_gaiji,涉,20644
no_gaiji,徑,20603
no_gaiji,折,20591
no_gaiji,申,20538
no_gaiji,嘉,20537
no_gaiji,愍,20498
no_gaiji,覩,20460
no_gaiji,賜,20454
no_gaiji,闕,20447
no_gaiji,眉,20432
no_gaiji,素,20428
no_gaiji,敘,20390
no_gaiji,尾,20389
no_gaiji,歌,20313
no_gaiji,淺,20303
no_gaiji,早,20236
no_gaiji,血,20114
no_gaiji,卻,20041
no_gaiji,崇,20031
no_gaiji,隔,20003
no_gaiji,工,19987
no_gaiji,瓶,19962
no_gaiji,晉,19896
no_gaiji,庵,19894
no_gaiji,附,19879
no_gaiji,瑞,19819
no_gaiji,案,19737
no_gaiji,跡,19706
no_gaiji,瞿,19679
no_gaiji,篇,19676
no_gaiji,憍,19671
no_gaiji,商,19644
no_gaiji,廢,19635
no_gaiji,牒,19622
no_gaiji,召,19613
no_gaiji,乳,19577
no_gaiji,府,19554
no_gaiji,婦,19548
no_gaiji,閻,19535
no_gaiji,按,19431
no_gaiji,干,19417
no_gaiji,薄,19278
no_gaiji,賓,19124
no_gaiji,戶,19085
no_gaiji,宅,19062
no_gaiji,吹,19059
no_gaiji,突,19013
no_gaiji,值,18893
no_gaiji,牟,18876
no_gaiji,伊,18862
no_gaiji,率,18811
no_gaiji,吒,18775
no_gaiji,傷,18766
no_gaiji,返,18763
no_gaiji,蛇,18728
no_gaiji,銀,18651
no_gaiji,納,18612
no_gaiji,怛,18544
no_gaiji,屈,18534
no_gaiji,纔,18516
no_gaiji,族,18513
no_gaiji,啟,18429
no_gaiji,床,18388
no_gaiji,哀,18378
no_gaiji,訖,18377
no_gaiji,愧,18362
no_gaiji,累,18349
no_gaiji,詔,18340
