畜,30101
維,30089
咸,30080
臺,29993
謗,29967
期,29772
免,29721
默,29673
張,29626
遺,29612
揚,29570
活,29554
損,29539
黑,29514
夷,29390
峯,29390
喚,29346
畫,29320
曲,29164
賊,29095
備,28954
池,28696
典,28684
每,28441
展,28372
菴,28332
背,28240
送,28205
迹,28156
虎,27997
強,27931
齋,27869
皇,27830
錢,27805
芻,27755
角,27614
髮,27518
談,27496
苾,27485
驚,27415
美,27358
予,27274
暗,27273
盧,27260
軍,27245
專,27141
顧,27131
延,27129
富,27078
科,26975
宋,26806
詮,26788
痛,26733
鼓,26697
穢,26595
房,26400
投,26327
審,26311
梨,26263
甘,26255
擬,26212
質,26203
刀,26176
星,26153
猛,26054
逢,26035
網,26010
脚,25984
棒,25957
塞,25957
准,25906
悅,25878
誓,25820
適,25763
溪,25676
蘭,25635
奪,25553
岸,25552
枝,25546
武,25505
錯,25411
徵,25166
改,25085
眷,24962
竹,24909
赤,24862
耨,24733
陵,24544
責,24481
謝,24451
索,24429
饒,24413
走,24362
單,24355
貧,24348
寄,24278
冥,24034
恚,24031
把,23872
彰,23774
孝,23767
否,23758
楞,23603
跋,23482
松,23466
妨,23460
珍,23412
才,23405
祥,23387
幢,23312
怨,23274
題,23248
負,23233
喫,23181
魚,23118
竺,23104
余,23096
胎,23017
擊,23001
曉,22997
胡,22993
拔,22926
勇,22869
遷,22842
給,22808
梁,22776
幽,22765
判,22764
惠,22761
茶,22738
詳,22695
純,22637
酒,22541
盜,22440
衛,22386
鈔,22329
爭,22278
紙,22254
台,22244
限,22205
逐,22149
禁,22117
詩,22103
帶,22066
圖,22005
纏,21993
瑜,21964
烏,21953
充,21932
蘇,21929
途,21867
藐,21845
拘,21808
短,21798
省,21787
條,21779
蒙,21743
史,21663
塗,21644
移,21510
孫,21505
旬,21494
兄,21491
尺,21482
脩,21457
嘗,21389
濁,21387
洗,21374
圍,21365
肯,21359
闕,21349
趙,21299
李,21281
吳,21241
壁,21211
卓,21194
御,21193
衲,21192
急,21173
皮,21140
婬,21063
仍,21056
毫,21033
京,21008
鳴,20994
招,20984
預,20936
涉,20832
狀,20764
快,20743
煙,20710
殘,20683
涼,20680
私,20649
歌,20641
徑,20608
愍,20605
折,20593
申,20544
眉,20539
嘉,20537
賜,20478
覩,20460
素,20428
尾,20390
敘,20390
淺,20304
早,20236
劍,20154
晉,20146
血,20138
卻,20041
崇,20041
憍,20011
隔,20003
工,19987
瓶,19962
庵,19894
附,19879
廢,19825
閻,19822
瑞,19819
牒,19818
案,19737
跡,19708
瞿,19679
篇,19676
商,19659
召,19625
乳,19584
婦,19568
府,19554
賓,19457
按,19431
干,19422
薄,19295
戶,19087
突,19068
宅,19066
吹,19061
驗,19019
準,19008
吒,18973
伊,18899
值,18893
牟,18882
率,18876
蛇,18797
傷,18766
返,18763
贊,18712
博,18662
銀,18651
納,18612
纔,18583
族,18571
啟,18552
怛,18544
屈,18537
訖,18473
曹,18428
床,18392
哀,18384
愧,18362
司,18361
累,18352
睡,18344
詔,18340
晝,18311
幸,18304
懸,18282
潤,18281
敷,18269
污,18199
村,18113
鈍,18109
谷,18096
伴,18077
茲,18028
閒,17938
閣,17907
慚,17876
浪,17848
浴,17832
兵,17793
保,17783
紅,17553
澄,17551
狂,17534
震,17445
試,17429
壇,17355
寫,17282
川,17257
祕,17226
迎,17224
伺,17195
閑,17171
囑,17156
怒,17148
傍,17127
遙,17078
旋,17075
雅,17013
響,16991
辦,16941
鹿,16910
哩,16885
湖,16840
船,16807
繞,16788
楊,16777
統,16749
妻,16710
逝,16681
景,16665
追,16636
賀,16624
片,16578
羊,16525
考,16451
賴,16451
紫,16426
庭,16344
洹,16297
縣,16283
洲,16264
丁,16231
韓,16209
灌,16186
曼,16181
獻,16150
舟,16129
卒,16116
瞻,16073
奈,16072
辟,16054
怪,16011
冬,15892
委,15890
勅,15883
軌,15880
頗,15878
透,15859
貌,15845
雷,15799
晚,15794
履,15793
認,15736
冷,15727
註,15725
魏,15715
屋,15604
枯,15577
暫,15574
叢,15571
揀,15568
秦,15507
沈,15496
竭,15453
筆,15453
醫,15443
飾,15386
辱,15359
儒,15325
輩,15254
借,15234
湛,15229
務,15218
旦,15213
誤,15159
惜,15146
災,15137
邑,15133
避,15102
逼,15073
撰,14977
焰,14953
覓,14916
穿,14891
甞,14873
喪,14848
恣,14818
防,14802
耆,14799
欣,14791
詞,14730
席,14671
偷,14612
藍,14591
兮,14585
捉,14572
恨,14560
霜,14552
渴,14529
愁,14515
繼,14511
昏,14499
域,14462
顏,14457
唵,14442
秀,14435
闇,14432
餓,14431
基,14419
宇,14384
瓦,14371
爐,14365
酬,14351
刻,14333
戰,14301
吐,14266
測,14261
丹,14261
昭,14224
闡,14184
截,14171
符,14169
誡,14014
竪,14012
箭,14011
柔,13986
拏,13928
米,13888
柱,13886
扶,13867
蒼,13851
吼,13836
洪,13818
牙,13785
管,13780
沉,13772
嶽,13674
術,13666
郎,13662
倍,13661
擔,13645
盤,13607
該,13594
冠,13582
忠,13578
稽,13571
翁,13560
乖,13547
鐘,13543
育,13540
賤,13539
衰,13482
滯,13443
誑,13399
披,13377
規,13344
懈,13329
辛,13295
擲,13295
臂,13274
奴,13266
鄉,13253
荅,13252
蟲,13248
缺,13180
赴,13179
嶺,13146
愈,13140
豎,13119
聰,13070
溈,13067
式,13041
市,13007
訓,12996
貫,12995
停,12984
盲,12969
傾,12968
卿,12936
玅,12925
階,12918
潭,12883
番,12877
搖,12868
刺,12863
振,12853
掃,12851
牽,12805
昌,12785
謬,12724
頃,12718
碧,12716
馳,12705
熾,12696
敗,12685
馱,12655
游,12653
郡,12648
拳,12644
璃,12635
昇,12570
洛,12545
英,12544
夕,12542
校,12529
隆,12510
厚,12494
遭,12487
斥,12468
辰,12453
黎,12428
楚,12411
寸,12349
榮,12340
荊,12336
嫌,12335
封,12312
梅,12297
鬘,12283
憐,12245
寬,12243
薦,12233
紀,12157
編,12104
康,12102
潔,12102
獸,12078
曩,12036
午,12031
閉,12003
偽,11979
兜,11952
碎,11921
湯,11912
驢,11893
濕,11888
賣,11877
慳,11872
繩,11864
麻,11821
騰,11820
弄,11782
慕,11755
齒,11746
龜,11742
奢,11730
澤,11695
罵,11694
頻,11690
敵,11673
懼,11658
側,11632
渠,11630
渡,11627
怠,11608
舒,11600
營,11566
策,11539
焚,11499
巨,11468
諫,11465
些,11447
政,11404
泰,11393
朗,11387
謁,11377
翠,11348
嗔,11348
狗,11333
遶,11328
豐,11318
彈,11308
灰,11305
棲,11290
韻,11283
託,11283
荷,11252
欺,11241
油,11223
麗,11223
潛,11211
呈,11161
踏,11155
雄,11125
局,11121
倫,11114
配,11105
斗,11095
溫,11084
鑑,11066
絲,11049
綱,11035
輒,11024
撥,11014
瓔,11000
繁,10993
鳳,10992
奏,10944
祐,10898
庶,10896
陸,10876
蕩,10856
團,10847
吞,10838
灑,10835
輔,10819
窟,10817
價,10814
弱,10809
格,10804
升,10790
舞,10751
苑,10749
摧,10713
樣,10706
紹,10686
貞,10671
電,10669
倚,10637
珞,10635
腳,10632
肩,10621
后,10618
較,10612
竇,10606
謹,10586
井,10577
錫,10568
遲,10565
秘,10555
銅,10549
橋,10538
稍,10530
軟,10486
飢,10461
料,10455
曠,10438
抱,10414
訪,10403
板,10391
尤,10352
逮,10319
危,10303
霞,10279
牀,10268
割,10235
憑,10220
腹,10220
做,10200
偶,10178
胸,10176
射,10166
巴,10128
昨,10122
藉,10098
劉,10091
鶴,10067
蔽,10067
詰,10055
穴,10022
埵,9997
稟,9986
卑,9985
糧,9979
廬,9971
祝,9970
暮,9953
啼,9919
醉,9910
鎮,9910
掉,9872
嘆,9843
鉤,9842
臭,9839
循,9828
狹,9805
閱,9804
驅,9788
險,9781
坤,9762
苟,9749
臘,9729
穀,9710
奔,9697
忌,9685
旃,9679
遵,9656
忿,9649
包,9648
糞,9634
額,9630
耀,9602
暴,9583
徐,9579
津,9569
爛,9562
剃,9552
欽,9550
漫,9543
孰,9519
低,9514
朱,9509
拾,9475
疲,9474
宰,9438
杜,9420
銷,9420
吽,9403
嚕,9399
尒,9394
銘,9357
亭,9331
嫉,9330
選,9326
廟,9291
掩,9276
鑒,9271
訊,9261
墜,9261
監,9258
泯,9258
歟,9249
蒲,9246
憎,9240
輝,9228
函,9203
練,9181
趺,9162
彩,9148
鋒,9146
淵,9144
驀,9123
蹤,9102
範,9097
躍,9070
匝,9066
仲,9065
衍,9043
凝,9025
伯,9018
紛,9006
侵,8995
均,8993
浩,8971
慎,8968
隋,8960
濫,8944
們,8922
克,8920
覽,8874
碑,8872
慰,8854
崖,8823
叫,8818
牢,8798
環,8790
靡,8750
買,8730
候,8724
籠,8710
混,8707
熙,8678
禍,8641
荒,8632
幼,8631
芳,8629
祭,8623
競,8618
噉,8609
炎,8601
排,8595
抑,8572
藤,8571
滴,8552
侯,8544
歇,8525
罷,8520
雞,8519
醜,8495
檗,8478
兔,8471
扇,8465
騎,8461
泣,8457
肇,8446
謙,8445
困,8433
弊,8425
區,8402
罔,8317
裟,8314
檢,8305
鎖,8287
袈,8286
荼,8280
揭,8267
迥,8224
宛,8221
佉,8220
勘,8215
盈,8200
譏,8176
狐,8168
伎,8154
脈,8152
豁,8141
屏,8130
輸,8119
乙,8109
線,8109
伐,8105
斬,8104
囊,8101
髻,8099
駕,8098
陞,8080
映,8079
讓,8071
哭,8053
戴,8046
膝,8035
乏,8030
侶,8001
秪,7989
柳,7985
析,7984
飽,7983
研,7977
曜,7970
攀,7964
完,7955
獅,7939
譽,7919
擾,7912
伸,7907
抄,7896
產,7865
胝,7858
咄,7844
郭,7830
健,7820
費,7819
亮,7802
派,7774
整,7767
廓,7758
冤,7754
倦,7743
躬,7738
莖,7737
創,7733
茫,7731
竝,7729
琉,7710
裂,7685
坑,7665
綿,7662
豫,7659
幡,7653
隻,7649
粥,7641
庚,7638
旁,7631
岳,7615
隣,7605
桃,7603
祈,7588
誨,7585
鳩,7581
採,7581
算,7578
墨,7574
竊,7562
針,7560
束,7547
瑟,7543
誕,7541
晨,7513
冰,7513
贈,7499
巍,7493
葛,7472
翳,7469
牧,7429
庫,7424
淳,7392
鮮,7391
添,7390
渾,7377
咎,7375
擁,7365
賞,7352
翼,7349
秉,7341
吟,7335
肅,7332
柏,7316
綠,7304
戀,7298
鬪,7296
丑,7280
森,7279
層,7273
薪,7271
勉,7245
魯,7224
社,7211
錦,7207
扣,7201
踊,7198
奮,7194
臾,7178
晦,7157
酥,7143
嗟,7126
溺,7121
暢,7119
逃,7108
鄭,7100
疊,7099
植,7083
換,7080
匿,7079
程,7059
曳,7055
鍾,7040
緊,7037
屍,7034
撫,7028
揮,7027
澗,7016
役,7004
淚,7002
拍,6997
睺,6990
壬,6988
趨,6985
弓,6964
瘡,6936
恰,6936
裡,6928
街,6910
諱,6906
寅,6901
莎,6886
恥,6885
跪,6885
丙,6885
探,6877
誘,6874
岐,6847
殷,6843
鹽,6840
挂,6839
訛,6813
孟,6810
踰,6788
煖,6773
迅,6768
罰,6754
衡,6750
埋,6742
杭,6737
栴,6726
跳,6695
纖,6691
畔,6691
聾,6687
炬,6676
癸,6671
製,6670
諾,6665
秖,6645
缽,6641
鬚,6632
攜,6620
擯,6617
忙,6608
謨,6601
籌,6598
滋,6598
警,6593
季,6590
饑,6555
祗,6555
耕,6552
燭,6552
壯,6536
魂,6534
爪,6518
涯,6477
瞎,6446
嵩,6442
粗,6432
兆,6431
桓,6429
討,6427
酪,6377
曆,6377
惹,6377
豆,6371
屠,6369
誹,6358
僕,6353
夾,6347
謀,6342
穩,6341
箋,6333
刑,6325
妒,6314
卯,6313
籍,6297
鼎,6288
戊,6285
巳,6284
勵,6279
掘,6272
緇,6270
革,6250
蕭,6234
粟,6232
匠,6225
蜀,6219
誐,6218
央,6209
芥,6203
艸,6197
職,6174
諂,6170
陶,6166
宏,6165
晴,6156
托,6156
拋,6147
犍,6146
肆,6141
叅,6136
陷,6132
吠,6129
蘆,6121
羽,6120
班,6113
恃,6092
祀,6083
剋,6075
咒,6075
鞋,6074
寮,6070
激,6064
狼,6061
奧,6057
肘,6055
淡,6051
操,6045
冀,6022
涌,6021
占,6018
悞,6015
仗,6012
煮,6009
斫,5998
敕,5987
酉,5985
陁,5980
飄,5978
葬,5976
龕,5974
睛,5961
寢,5947
闥,5942
妃,5939
茂,5934
俊,5931
祠,5916
竿,5912
麥,5900
忉,5896
獵,5890
欠,5878
燃,5875
卜,5850
醒,5843
巡,5829
捐,5821
刃,5809
柴,5802
鑿,5793
迫,5791
跛,5787
暑,5776
豪,5775
抵,5767
奘,5763
腰,5757
播,5750
詐,5733
哲,5715
朽,5713
鞭,5707
霧,5707
巾,5702
拙,5698
霄,5694
枕,5689
緩,5669
係,5666
翅,5666
谿,5663
跟,5653
菜,5650
鄙,5630
懃,5619
謾,5605
薰,5604
燕,5600
袖,5589
腦,5585
婢,5567
烈,5565
氷,5559
捺,5541
盆,5536
凶,5525
寥,5523
髓,5513
雀,5502
悠,5491
頑,5487
棘,5482
汗,5478
詠,5477
殃,5429
掛,5424
虧,5398
敲,5392
黨,5389
姑,5380
峻,5362
織,5361
韋,5356
綺,5350
悶,5349
吏,5339
虫,5334
屢,5334
戌,5332
舜,5330
拿,5322
泊,5313
朕,5311
闊,5310
皎,5309
暇,5307
淪,5303
撿,5302
杲,5301
評,5297
惺,5295
餅,5293
𦦨,5290
鼠,5288
茅,5285
帙,5284
叔,5281
坊,5250
芽,5240
怕,5238
握,5226
佗,5225
咽,5217
椎,5203
亥,5192
貢,5190
沐,5190
厥,5186
俾,5180
嗚,5161
燄,5153
併,5150
醯,5145
禽,5143
縫,5143
斤,5137
鷲,5125
橛,5123
皈,5123
軒,5105
逾,5095
俄,5074
擎,5070
壑,5065
汙,5060
卵,5058
堆,5054
脅,5046
陣,5039
揵,5032
鈴,5023
耽,5021
朋,5009
儼,4998
篤,4996
撒,4989
祿,4985
釣,4984
桑,4982
煞,4975
促,4965
僅,4961
嬰,4955
敏,4937
坦,4927
娜,4914
螺,4909
涕,4893
淫,4889
夙,4883
築,4878
奚,4876
窺,4875
袋,4872
羞,4871
盂,4867
苗,4865
矩,4858
陛,4854
覿,4849
哆,4840
介,4830
鞞,4829
努,4829
邦,4828
犬,4828
佳,4825
瞞,4817
踐,4817
摸,4814
唾,4809
堯,4799
禾,4798
唎,4779
傅,4773
猴,4772
緒,4771
諮,4763
鬱,4751
韶,4742
腸,4720
粒,4716
蹉,4712
聊,4709
冊,4704
宴,4691
鴻,4677
杵,4669
隅,4662
縷,4654
軀,4653
鄔,4649
崩,4645
泛,4642
澡,4640
賈,4634
琴,4628
匡,4627
焦,4625
瑠,4607
粉,4602
捕,4600
翰,4599
羸,4596
屎,4593
級,4580
捧,4580
娛,4578
寡,4577
諷,4576
厄,4571
窗,4569
姚,4566
赫,4553
瘦,4544
凌,4543
抽,4538
庸,4533
姊,4526
桂,4523
牆,4518
崛,4514
貝,4504
賦,4502
吸,4498
枉,4494
趁,4494
潮,4489
債,4483
撞,4480
藝,4475
確,4465
滑,4462
漂,4458
措,4454
允,4451
柰,4446
猿,4438
模,4436
洋,4425
暖,4422
懶,4422
遽,4419
虔,4419
跏,4413
享,4408
漁,4394
寤,4388
鄰,4384
筋,4380
劈,4376
裝,4375
括,4372
繇,4368
丞,4358
刊,4356
亙,4346
捷,4344
態,4336
喃,4334
觧,4331
栗,4327
麟,4319
陋,4318
倉,4317
錐,4314
恆,4301
炭,4300
邏,4299
磬,4298
削,4292
怯,4286
乍,4280
斧,4278
醍,4271
撲,4269
醐,4260
搆,4259
滄,4257
漆,4256
副,4255
塊,4253
窠,4250
廿,4237
鑄,4236
替,4235
拒,4231
樞,4225
偃,4219
𢙣,4219
塘,4212
鑽,4211
皷,4211
漚,4195
窣,4188
槌,4180
譚,4174
湧,4170
蔭,4159
帳,4155
膽,4153
仞,4148
輿,4147
躡,4143
廻,4128
衢,4127
寐,4121
叩,4118
拶,4111
壓,4111
斂,4101
諭,4089
傑,4088
轍,4085
裁,4081
隊,4076
鋪,4076
遐,4072
朔,4071
疋,4070
貨,4067
瑩,4061
寓,4053
鷄,4049
材,4046
嚼,4045
俯,4044
項,4044
遞,4041
磧,4039
療,4038
穆,4037
釘,4036
汾,4033
汁,4030
攞,4029
帖,4029
弭,4029
禱,4017
欝,4015
蓬,4005
几,3996
效,3987
昆,3985
闢,3982
巢,3971
廉,3957
覷,3955
攬,3954
爽,3953
芝,3948
襄,3941
勑,3940
岩,3939
匪,3937
剖,3936
甫,3935
詢,3933
虞,3924
妹,3923
濤,3903
淮,3893
枳,3888
帛,3883
佐,3878
瑕,3869
翔,3865
員,3854
館,3849
它,3848
贍,3838
偉,3832
妖,3828
尉,3818
穎,3811
衝,3802
峨,3794
鱗,3793
絡,3781
禹,3778
龐,3775
魅,3769
彥,3765
琳,3761
填,3752
欄,3750
聯,3747
艱,3746
遁,3746
与,3742
拖,3739
讖,3738
插,3730
曷,3725
湘,3725
瑪,3722
殆,3717
咬,3714
稀,3712
浙,3711
呂,3709
罕,3705
浣,3700
懇,3700
柄,3698
訟,3697
筵,3695
蹈,3692
丸,3690
踞,3676
拽,3667
廚,3655
膚,3645
閩,3643
挑,3643
捏,3617
暉,3615
搜,3611
軸,3610
肥,3603
溢,3602
炙,3597
憲,3594
阻,3593
漿,3589
敦,3589
菓,3580
鵝,3577
坡,3576
逗,3574
稻,3574
采,3573
栽,3573
睹,3570
纂,3566
棺,3556
俟,3555
珊,3553
屹,3551
煎,3550
縮,3545
仕,3542
跨,3535
浦,3532
邁,3529
誌,3527
肝,3522
銜,3519
戈,3508
蹋,3505
覲,3503
拉,3502
礫,3498
喧,3494
剝,3490
諡,3484
揔,3463
脊,3461
廁,3460
尖,3459
厲,3446
炷,3441
靖,3438
犁,3436
脂,3436
頸,3429
撮,3428
堵,3427
覔,3423
件,3417
亘,3417
挽,3415
骸,3410
梯,3410
咨,3409
征,3402
鎧,3401
裹,3399
壹,3396
辜,3395
攻,3395
農,3394
矯,3393
甜,3389
叟,3389
愆,3388
筏,3388
爰,3386
償,3381
臻,3380
罽,3380
髏,3368
鍊,3365
絺,3348
沾,3347
貯,3347
瓜,3345
簾,3343
灼,3342
怡,3342
鎚,3340
幹,3331
湏,3318
訣,3310
絃,3310
繡,3309
𤼵,3308
斜,3306
匹,3305
膺,3302
