type,char,frequency
zzs,[燄-臼+(〡*日)],1
zzs,[爐-(├/七)+王],1
zzs,[彈-(口*口)+(ㄙ*ㄙ)],1
zzs,[(皮-(〡/又)+(王/丘))*(百-日+ㄎ)],1
zzs,[陜-(人*人)+(前-刖)],1
zzs,[(乏-之+虫)*(米/田)],1
zzs,[台*(〦/羊)],1
zzs,[辭-辛+(〦/羊)],1
zzs,[(采-木+(工/山))*系],1
zzs,[序-予+((土/小)*欠)],1
zzs,[社-土+貴],1
zzs,[謾-又+(万-一)],1
zzs,[〦/(鸞-〦)],1
zzs,[享-口+(〡*＝*〡)],1
zzs,[二/((卄/一)*(弋-、))],1
zzs,[二/(面-(百-日))/木],1
zzs,[美-(王/大)+(奄-大+田)],1
zzs,[車*夬],1
zzs,[(歹*即)/言],1
zzs,[木*(光-兀+(戈-、))],1
zzs,[內-入+?],1
zzs,[((既-旡)-日+口)*((巨-匚)/(之-、))],1
zzs,[這-言+來],1
zzs,[牛*巳],1
zzs,[栗-木+(卑-(白-日))],1
zzs,[交*刀],1
zzs,[俘-子+(?/乂)],1
zzs,[楞-木+(打-丁)],1
zzs,[(米*?)/木],1
zzs,[料/木],1
zzs,[(嘹-口)-(日/小)+集],1
zzs,[廓-子+?],1
zzs,[糸*(七-一+ㄙ)],1
zzs,[言*ㄆ],1
zzs,[門@知],1
zzs,[恭-共+夾],1
zzs,[嚶-賏+吉],1
zzs,[身*(光-儿+ㄅ)],1
zzs,[喚-大+(犮-乂+又)],1
zzs,[這-言+((尸@言)*(〦/羊))],1
zzs,[較-父+(素-糸)],1
zzs,[蹄-止+(十-〡+ㄅ)],1
zzs,[葬-死+(夕*匕)],1
zzs,[自/田],1
zzs,[((嘹-口)-小)-日+(隹/寸)],1
zzs,[聲-耳+(夕*(聿-干))],1
zzs,[拚-廾+(丹-〦+十)],1
zzs,[斤*ㄆ],1
zzs,[(戶@(一/用))*犬],1
zzs,[逼-田],1
zzs,[馬*尺],1
zzs,[((身-(白-日))-(必-心))*此],1
zzs,[白/(夕*匕)],1
zzs,[兔-、+ㄙ],1
zzs,[方*力],1
zzs,[打-丁+戔],1
zzs,[方*口],1
zzs,[冗-几+(眉-目+田)],1
zzs,[鋼-山+止],1
zzs,[春-日+貝],1
zzs,[這-言+(七-一+比)],1
zzs,[鉤-口+匕],1
zzs,[女*(生/(面-(百-日)))],1
zzs,[(夕*寸)/木],1
zzs,[肆-聿+希],1
zzs,[冗-几+屇],1
zzs,[冗-几+已],1
zzs,[玨/(爭-(采-木)+(色-巴))],1
zzs,[(乞-乙+小)/見],1
zzs,[養-良+(白/八)],1
zzs,[方*長],1
zzs,[駽-月+(十-〡+ㄅ)],1
zzs,[〦/(夕*了*(留-刀-田))/日],1
zzs,[((└@日)/ㄙ)*殳],1
zzs,[仁-二+(尸/(夬-人))],1
zzs,[石*(木-(企-止)+(土*匕))],1
zzs,[栴-〦+十],1
zzs,[隹/古],1
zzs,[ㄗ*(扃-戶+右)],1
zzs,[方*(ㄙ/(丹-〦+十))],1
zzs,[方*(京-口+日)],1
zzs,[山/貫],1
zzs,[推/十],1
zzs,[(冗-几+(仁-二+(鳥-(舄-臼))))/(舄-臼)],1
zzs,[(丙*丙)/木],1
zzs,[言*么],1
zzs,[里*賣],1
zzs,[指-口+ㄙ],1
zzs,[骭-十+死],1
zzs,[火*由],1
zzs,[戮-(彰-章)+(暴-(日/共))],1
zzs,[卄/(ㄙ*、)/(犮-、)],1
zzs,[((└@目)/ㄙ)*(口/又)],1
zzs,[病-丙+(共-八+放)],1
zzs,[言*(家-?+、)],1
zzs,[歹*(ㄆ/小)],1
zzs,[穴/(社-土+禺)],1
zzs,[泳-永+(首*首)],1
zzs,[繆-(彰-章)+(暴-(日/共))],1
zzs,[肆-聿+芳],1
zzs,[烈-列+((冰-水)*臣*(乞-乙+(必-心)))],1
zzs,[徹-育+(去/日)],1
zzs,[免-(色-巴)+(美-(王/大))],1
zzs,[族-矢+天],1
zzs,[冰-水+(素-糸+ㄆ)],1
zzs,[賏/安],1
zzs,[(工*儿)/田],1
zzs,[〦/(〡*口)/巴],1
zzs,[打-丁+(工/(厂-一+(士/用)))],1
zzs,[(苠-(弋-、))*舌],1
zzs,[彳*(其-八+用)],1
zzs,[條-ㄆ+(二/(世-廿+卄))],1
zzs,[冗-几+(一/異)],1
zzs,[苔/心],1
zzs,[攁-食+(水/一)],1
zzs,[揃-刖+(罩-卓+(玉-王+(犮-、)))],1
zzs,[田/弟],1
zzs,[木*(前-刖+句)*(前-刖+句)],1
zzs,[吃-乙+(罩-卓+父)],1
zzs,[卓*(乞-乙+(乳-孚))],1
zzs,[敏-母+(一/((巨-匚)@一))],1
zzs,[(舟-(、/、)+(厂-一))*本],1
zzs,[肆-聿+(乏-之+犮)],1
zzs,[絹-口+(〡*巨)],1
zzs,[坨-匕+儿],1
zzs,[惵-世+ㄆ],1
zzs,[糸*截],1
zzs,[皮-(〡/又)+(王/口)],1
zzs,[肆-聿+((彰-章)/(皿/力))],1
zzs,[迄-乙+(一/巾)],1
zzs,[(垂-土+木)*尺],1
zzs,[月*((木-(企-止)+(前-刖))/米)],1
zzs,[弓*(象-(色-巴+(前-(一/刖))))],1
zzs,[尤-尢+託],1
zzs,[牛*(句-口+匕)],1
zzs,[(但-一)*亍],1
zzs,[(米/女)*(支*、)],1
zzs,[(企-止+未)*刃],1
zzs,[急-(色-巴)+(乞-乙+一)],1
zzs,[怡-台+送],1
zzs,[(虎-儿+(並-(前-刖)))*戊],1
zzs,[跳-兆+(夕*ㄗ)],1
zzs,[狂-王+丈],1
zzs,[這-言+(一/品)],1
zzs,[多*即],1
zzs,[社-土+(妻-〦)],1
zzs,[磥-糸+十],1
zzs,[宋-木+(目/大)],1
zzs,[角*(巳/十)],1
zzs,[貝*之],1
zzs,[唆-口+巾],1
zzs,[林/儿],1
zzs,[達-羊+(衣-〦)],1
zzs,[乾-乞+(夸-大+ㄆ)],1
zzs,[土*夕*ㄗ],1
zzs,[宓/石],1
zzs,[月*(文/月)],1
zzs,[劇-豦+(皮-(〡/又)+(處-虍+王))],1
zzs,[宋-木+(├/日/儿)],1
zzs,[蜴-勿+句],1
zzs,[病-丙+(更-一)],1
zzs,[日*危],1
zzs,[竺-二+(凵@來)],1
zzs,[糸*(冉-工+又)],1
zzs,[利-禾+(希-巾+孑)],1
zzs,[莊-爿+(〡*〡)],1
zzs,[迴-(口/一)+巳],1
zzs,[一/向],1
zzs,[卄/(棣-木)],1
zzs,[革*(卑-(白-日))],1
zzs,[(立/小)*尤],1
zzs,[遫-束+(既-旡)],1
zzs,[栗-木+且],1
zzs,[打-丁+(文/見)],1
zzs,[指-日+月],1
zzs,[(稟-禾+示)*頁],1
zzs,[彳*(前-刖+(隹/ㄆ))],1
zzs,[耒*力],1
zzs,[這-言+亟],1
zzs,[夭*ㄗ],1
zzs,[仁-二+史],1
zzs,[題-是+(厂@元)],1
zzs,[虫*放],1
zzs,[奴/木],1
zzs,[疼-(冬-ㄆ)+放],1
zzs,[米*朱],1
no_gaiji,ヅ,1
zzs,[月*布],1
zzs,[竺-二+載],1
zzs,[受-又+升],1
zzs,[日*兆],1
zzs,[竺-二+介],1
zzs,[竭-人+├],1
zzs,[這-言+生],1
zzs,[火*君],1
zzs,[(彳-〡+(丁-一))*表],1
zzs,[由/(合-口+力)],1
zzs,[葷-車+七],1
zzs,[噯-(受-又)+(白-日+(罩-卓))],1
zzs,[适-古+畜],1
zzs,[卄/死],1
zzs,[抗-几+維],1
zzs,[冰-水+(威-女+虫)],1
zzs,[這-言+(島-山+一)],1
zzs,[這-言+敗],1
zzs,[彳*甲],1
zzs,[彳*(曲/目)],1
zzs,[ㄗ*宅],1
zzs,[〦/艮],1
zzs,[(虺-兀+(田/儿))-虫+(犮-乂+又)],1
zzs,[乳-孚+酉],1
zzs,[這-言+(十/目)],1
zzs,[倪-臼+(白-日+土)],1
zzs,[(采-木+(豕-ㄑ))*(自/八)],1
zzs,[(處-虍)-几+(面-(百-日))],1
zzs,[一/凶],1
zzs,[(ㄠ*車*ㄠ)/口],1
zzs,[彳*(?/目)],1
zzs,[(前-刖+(夕*匕))/火],1
zzs,[碧-白+刀],1
zzs,[顏-文+(立-一)],1
zzs,[它*鳥],1
zzs,[万/虫],1
zzs,[(券-刀)*良],1
zzs,[改-己+(常-吊+子)],1
zzs,[詣-匕+(天*天)],1
zzs,[娠-二+口],1
zzs,[士/巾],1
zzs,[涅-土+(並-(前-刖))],1
zzs,[迡-匕+(二*〡*〡*二)],1
zzs,[迡-匕+平],1
zzs,[(色-巴+用)*(此/(色-巴+用))],1
zzs,[這-言+塵],1
zzs,[慚-斤+亍],1
zzs,[寶-缶+尒],1
zzs,[乞-乙+(舄-(臼/(白-日))+中)],1
zzs,[筒-(一/口)+(坐-工+一)],1
zzs,[眉-目+貝],1
zzs,[身*身],1
zzs,[木*(乏-之+(犮-乂+又))],1
zzs,[前-刖+敞],1
zzs,[(前-刖+勿)*(前-刖+勿)],1
zzs,[金*((口*口)/果)],1
zzs,[序-予+真],1
zzs,[卄/軗],1
zzs,[枯-口+(罩-卓+友)],1
zzs,[堂*寸],1
zzs,[醠-央+芸],1
zzs,[月*(武-止+貝)],1
zzs,[車*表],1
zzs,[木*色],1
zzs,[肆-聿+((彰-章)/(曼-又+力))],1
zzs,[釆*重],1
zzs,[衣-〦+(田/一)],1
zzs,[稽-禾+耒],1
zzs,[(廉-(前-刖))-一],1
zzs,[冰-水+(實-毌+(眉-目))],1
zzs,[宋-木+升],1
zzs,[春-日+皿],1
zzs,[骨*(宛-(夗-夕)+匕)],1
zzs,[美-(王/大)+(田/火)],1
zzs,[貝*責],1
zzs,[宋-木+(((嘹-口)-小)-日+目)],1
zzs,[肆-聿+((彰-章)/(曼-又+(一/力)))],1
zzs,[病-丙+(尤-尢+土)],1
zzs,[躁-木+(尒-小+(恭-共))],1
zzs,[(並-(前-刖))-一+田],1
zzs,[劬-口+、],1
zzs,[唐*馬],1
zzs,[春-日+小],1
zzs,[土*乍],1
zzs,[企-止+(二/貝)],1
zzs,[尤-尢+衹],1
zzs,[慳-土+立],1
zzs,[一/刖],1
zzs,[彳*分],1
zzs,[〡*〡*又],1
zzs,[網-亡+(└@人)],1
zzs,[這-言+(鹿-比+(烈-列))],1
zzs,[阿-可+(癹-殳+(舛-夕))],1
zzs,[口*、*人],1
zzs,[常-巾+口],1
zzs,[利-禾+(并-├)],1
zzs,[糸*(兔/兔)],1
zzs,[袖-由+勿],1
zzs,[(虺-兀+(一/尢))-虫+羽],1
zzs,[乞-乙+(二/米)],1
zzs,[糸*芳],1
zzs,[掑-八+次],1
zzs,[(└@米)*頁],1
zzs,[阿-可+(((巨-匚)@一)/((巨-匚)@一)/心)],1
zzs,[秅-七+友],1
zzs,[已/千],1
zzs,[耳*儿],1
no_gaiji,в,1
zzs,[(序-予+(彳*隹))/寸],1
no_gaiji,э,1
no_gaiji,Ю,1
zzs,[歹*虎],1
zzs,[前-刖+戈],1
zzs,[窿-(一/生)+(〦/山)],1
zzs,[己/十],1
zzs,[仁-二+(甘/(丹-、+一))],1
zzs,[病-丙+(干-〡+儿)],1
zzs,[(魅-未+寸)-ㄙ],1
zzs,[言*(〦/(尢-一+凵))],1
zzs,[社-土+卑],1
zzs,[前-刖+卜],1
zzs,[利-禾+((羊-三+日)/木)],1
zzs,[(?*(口/ㄆ))/皿],1
zzs,[坑-几+(北/土)],1
zzs,[凵@人],1
zzs,[(夕*即)/向],1
zzs,[口*藹],1
zzs,[箇-古+(舉-與)],1
zzs,[寍/一],1
zzs,[雃-隹+(戈-一)],1
zzs,[卄/不/工],1
zzs,[才*日*(必-心)*、],1
zzs,[禾*(美-(王/大)+田)],1
zzs,[言*((乞-乙+串)/儿)],1
zzs,[竺-二+(兔-(危-厄)+(白-日))],1
zzs,[舌*(ㄠ-ㄙ+?)],1
zzs,[效-父+大],1
zzs,[哀-〦+(美-(王/大))],1
zzs,[敕/虫],1
zzs,[邊-(穴/方)+(一/井)],1
zzs,[同-(一/口)+(人*人)],1
zzs,[惱-囟+田],1
zzs,[遣-(耜-耒)+串],1
zzs,[膝-八+(人*人)],1
zzs,[初-刀+力],1
zzs,[俖-口+及],1
zzs,[才*(〦/火)],1
zzs,[日/十/且],1
zzs,[((⊥*目)/八)*(口/又)],1
zzs,[孰-口+日],1
zzs,[剖-口+木],1
zzs,[邊-(八/方)+廾],1
zzs,[夾-(企-止)+夾],1
zzs,[火*竟],1
zzs,[前-刖+(土/田/八)],1
zzs,[這-言+(光-儿+口)],1
zzs,[強-ㄙ+一],1
zzs,[(口*黎)-(暴-(日/共))+(恭-共)],1
zzs,[皎-父+火],1
zzs,[(冰-水+匕)/入],1
zzs,[竺-二+(需-一)],1
zzs,[辟-辛+戈],1
zzs,[彳*(子/(罩-卓))],1
zzs,[耳*寺],1
zzs,[茶-木],1
zzs,[阿-可+出],1
zzs,[(身-(白-日))*丐],1
zzs,[(冰-水+(夬-八))/又],1
zzs,[陶-(十/山)+止],1
zzs,[逅-口+丰],1
zzs,[稗-(白-日)],1
zzs,[羌-儿+八],1
zzs,[絡-口+(彰-章)],1
zzs,[工*里],1
zzs,[冗-几+(尸/(罩-卓+心))],1
zzs,[打-丁+(央/馬)],1
zzs,[仁-二+(彰-章)],1
zzs,[櫛-即+言],1
zzs,[日/(夕*(舉-與))],1
zzs,[(侮-母+小)/也],1
zzs,[(〡*日)/几],1
zzs,[口*盂],1
zzs,[歸-止+十],1
zzs,[坑-几+(水/面)],1
zzs,[仁-二+(((既-旡)-日+口)*殳)],1
zzs,[模-卄+(前-刖)],1
zzs,[合-口+(〡/口/卜)],1
zzs,[利-木+(富-、)],1
zzs,[夕/用],1
zzs,[打-丁+ㄗ],1
zzs,[弓*頁],1
zzs,[揘-王+木],1
no_gaiji,ボ,1
zzs,[方*几],1
zzs,[卄/口/└/日],1
zzs,[孑*旬],1
zzs,[倣-方+(去/日)],1
zzs,[鐙-豆+(一/乂)],1
zzs,[邪/心],1
zzs,[嗇-回+(衣-〦)],1
zzs,[跳-兆+(乂/友)],1
zzs,[雲/日],1
zzs,[土*(几@二)],1
zzs,[虎-儿+((火-人+又)/目)],1
zzs,[余*(刀/心)],1
zzs,[不-〡+土],1
zzs,[才*羡],1
zzs,[(耜-耒)*巿],1
zzs,[(二/目)*巳],1
zzs,[杵-十+(且/八)],1
zzs,[堅/心],1
zzs,[色-巴+巳],1
zzs,[(句-口+目)/丌],1
zzs,[旃-方+言],1
zzs,[勞-力+(幅-巾)],1
zzs,[齒*未],1
zzs,[去/共],1
zzs,[几@二],1
zzs,[門@卜],1
zzs,[泳-永+(夭/井)],1
zzs,[益-皿+(一/木)],1
zzs,[火*崩],1
zzs,[谷*可],1
zzs,[火*咢],1
zzs,[歹*即],1
zzs,[飢-几+(乳-孚)],1
zzs,[日*(門@可)],1
zzs,[石*非],1
zzs,[雋-隹+雔],1
zzs,[大/火],1
zzs,[月*黃],1
zzs,[金*(光-兀+果)],1
zzs,[招-刀+斤],1
zzs,[曼-又+(冗-几+力)],1
zzs,[禾*(之/(冉-土+二))],1
zzs,[研-二+?],1
zzs,[前-刖+(?*刀)],1
zzs,[序-予+(土/用)],1
zzs,[(匚@一)/日],1
zzs,[庴-日+八],1
zzs,[(〦/力)*(乞-乙+(丹-、+〡))],1
zzs,[前-刖+狠],1
zzs,[肆-聿+((彰-章)/皿/力)],1
zzs,[(止/天)*頁],1
zzs,[(ㄇ@人)/(王*、)],1
zzs,[(ㄇ@人)/王],1
zzs,[肆-聿+((彰-章)/(罩-卓+(一/力)))],1
zzs,[巢-果+巴],1
zzs,[月*(工/ㄅ)],1
zzs,[(〦/力)*〡],1
zzs,[言-口],1
zzs,[券-刀+(恭-共)],1
zzs,[口*丹],1
zzs,[慢-又+(〦/力)],1
zzs,[這-言+(庴-日+八)],1
zzs,[這-言+(富-、)],1
zzs,[怡-台+((世-廿+卄)/(冗-几+巾))],1
zzs,[聲-耳+(歹*尹)],1
zzs,[歹*(((巨-匚)@十)/(丁-一))],1
zzs,[阿-可+伯],1
zzs,[(木-(企-止)+(人/人))/(坐-土+大)],1
zzs,[光-兀+(夙-歹+(舉-與))],1
zzs,[(世-廿+卄)/一],1
zzs,[拖-也+(〦/隹)],1
zzs,[挫-(人*人)+(口*人)],1
zzs,[醞-囚+云],1
zzs,[髟/?/(人*人)],1
zzs,[(止/天)*余],1
zzs,[光-儿+ㄅ],1
zzs,[菴-(奄-大+(日/小))],1
zzs,[散-ㄆ+(支*、)],1
zzs,[昔*支],1
zzs,[這-言+((巨-匚)/兀/(四@一))],1
zzs,[旋-方+弓],1
zzs,[曼-(一/又)+(冗-几+又)],1
zzs,[(亭-(口/丁)+(日/口/羊))*鳥],1
zzs,[漫-又+(一/力)],1
zzs,[泳-永+(土*(└@土))],1
zzs,[言*(瓜-、)],1
zzs,[豸*藟],1
zzs,[呿-ㄙ+乂],1
zzs,[(口/(十-〡+ㄅ))*(后-口+?)],1
zzs,[鎧-豆+(徽-糸+口)],1
zzs,[禾*(弟/木)],1
zzs,[(妳-女)-八],1
zzs,[申*番],1
zzs,[槤-車+(乞-乙+小)],1
zzs,[薶-里+艮],1
zzs,[革*代],1
zzs,[(生*力)/火],1
zzs,[方/(冗-几+?)],1
zzs,[肆-聿+((彰-章)/(日/皿/力))],1
zzs,[車*穀],1
zzs,[由/分],1
zzs,[蹉-工+匕],1
zzs,[示*通],1
zzs,[均-二+匕],1
zzs,[涅-土+(皿/力)],1
zzs,[(生*刃)/火],1
zzs,[夕*糸],1
zzs,[既-匚+二],1
zzs,[蔽/大],1
zzs,[(米/田)*目],1
zzs,[肯*戈],1
zzs,[起-土+大],1
zzs,[袖-由+土],1
zzs,[蓻/云],1
zzs,[阿-可+(急-(色-巴+(正-一)))],1
zzs,[猒-月+有],1
zzs,[遲-牛+十],1
zzs,[土*(乖/土)],1
zzs,[瞻-言+口],1
zzs,[茶-卄+(前-刖)],1
zzs,[捶-(十*十)+北],1
zzs,[厂@(羊*欠)],1
zzs,[鬘-又+(万-一)],1
zzs,[帥-(白-日)],1
zzs,[觀-卄+〦],1
zzs,[宰/十],1
zzs,[貝*令],1
zzs,[辛/十],1
zzs,[泳-永+((〡*日)/工)],1
zzs,[日*候],1
zzs,[稱-土+二],1
zzs,[(上/脊)*殳],1
zzs,[南-(前-刖+十)+午],1
zzs,[卄/(夕*?)/土],1
zzs,[將-爿+ㄐ],1
zzs,[栴-丹+((舟-(白-日))-(、/、)+〡)],1
zzs,[穴/(ㄐ*吾)],1
zzs,[收-ㄆ+大],1
zzs,[虎-儿+((人*人)/一)],1
zzs,[疏-(梳-木)+甬],1
zzs,[監-皿+土],1
zzs,[王*助],1
zzs,[(將-爿+ㄐ)/大],1
zzs,[序-予+(幅-巾)],1
zzs,[榻-木+石],1
zzs,[旆-巿+(同-(一/口)+┴)],1
zzs,[(咒-几+卓)*斤],1
zzs,[(虎-儿+丘)*弓],1
zzs,[利-禾+(咒-几+合)],1
zzs,[疏-(梳-木)+勇],1
zzs,[跳-兆+((乏-之)/(土*(└@土)))],1
zzs,[孚-子+(工/山)],1
zzs,[淴-心+月],1
zzs,[月*(?/口/用)],1
zzs,[病-丙+邕],1
zzs,[袖-由+(ㄠ-ㄙ+人)],1
zzs,[一/(尸@(一/巾))],1
zzs,[社-土+希],1
zzs,[木*(扃-戶+弟)],1
no_gaiji,\,1
zzs,[絞-父+(夕*匕)],1
zzs,[療-(一/日/小)],1
zzs,[噗-口+山],1
zzs,[勞-力+束],1
zzs,[寸*尒],1
zzs,[〦/ㄙ/心],1
zzs,[武/鳥],1
zzs,[釐-厘],1
zzs,[千-〡+(、*ㄅ*、)],1
zzs,[赤/心],1
zzs,[惚-勿+(句-口+ㄆ)],1
zzs,[怡-台+竟],1
zzs,[└*├],1
zzs,[簐-欠+垂],1
zzs,[(邱-丘+(看-目))/手],1
zzs,[?﹋],1
zzs,[夫@(十/果)],1
zzs,[虎*殳],1
zzs,[彳*((天*天)/心)],1
zzs,[益-皿+口],1
zzs,[卄/匕],1
zzs,[口*(千/山)],1
zzs,[揉-矛+ㄆ],1
zzs,[宋-木+廣],1
zzs,[口*口*口],1
zzs,[泳-永+(角*羊)],1
zzs,[立*予],1
zzs,[栗-木+謢],1
zzs,[山*丹],1
zzs,[米*候],1
zzs,[(大/月)*皮],1
zzs,[口*薄],1
zzs,[虫*肓],1
zzs,[革*(ㄆ/用)],1
zzs,[序-予+幾],1
zzs,[山/求],1
zzs,[并*刀],1
zzs,[其/巾],1
zzs,[次/言],1
zzs,[椅-可+韭],1
zzs,[鄖-口+夾],1
zzs,[怡-台+厥],1
zzs,[厂@英],1
zzs,[虒-虎+(扥-(打-丁))],1
zzs,[言*示],1
zzs,[糸*(傘-(企-止+十)+夫)],1
zzs,[文/干],1
zzs,[(夕*?)/工/心],1
zzs,[百*農],1
zzs,[王*宁],1
zzs,[跳-兆+勃],1
zzs,[(⊥*白)/儿],1
zzs,[王*匊],1
zzs,[豐*莘],1
zzs,[打-丁+薰],1
zzs,[(興-(二*同*二)+(一*║*一))-八],1
zzs,[這-言+杲],1
zzs,[〦/糸],1
zzs,[泳-永+(楞-木)],1
zzs,[完-兀+昊],1
zzs,[囗@(舉-與)],1
zzs,[夕*〡*ㄑ],1
zzs,[(云-一)/男],1
zzs,[駙-寸+(枵-木)],1
zzs,[土*閒],1
zzs,[咫-只+止],1
zzs,[十/士],1
zzs,[木*(文/韭)],1
zzs,[(向-口+人)/儿],1
zzs,[袖-由+乃],1
zzs,[衣/一],1
zzs,[工*(巢-果+工)],1
zzs,[而-(〡*〡)],1
zzs,[小-(丁-一)+了],1
zzs,[羽*惠],1
zzs,[泳-永+胤],1
zzs,[豕-(不-卜)],1
zzs,[伉-几+句],1
zzs,[光-儿+?],1
zzs,[尨-尤+尢],1
zzs,[(棄-ㄊ+去)-木+一],1
zzs,[亞-(一/(〡*〡))+ㄇ],1
zzs,[口*手],1
zzs,[朁-曰+鬲],1
zzs,[女*(犀-牛+干)],1
zzs,[狂-王+聯],1
zzs,[山*思],1
zzs,[瑢-口+夕],1
zzs,[歹*養],1
zzs,[乎*(后-口+(一/巾))],1
zzs,[甬*ㄆ],1
zzs,[占@又],1
zzs,[(臣*ㄆ)/(禾/(尒-小+(恭-共)))],1
zzs,[彳*軍],1
zzs,[韋*(詹-言+(工/口))],1
zzs,[虛*ㄆ],1
zzs,[葵-天+ㄆ],1
zzs,[巫-┴+工],1
zzs,[寍-皿+(蠢-春+(立*立))],1
zzs,[岸-干+(酉*巳)],1
zzs,[革*(容-口+ㄆ)],1
zzs,[彳*(聯-丱+廾)],1
zzs,[匙-匕+至],1
zzs,[者*赤],1
zzs,[邱-丘+言],1
zzs,[(仁-二+正)*ㄗ],1
zzs,[((牙-才+十)*ㄆ)/里],1
zzs,[舋-且+直],1
zzs,[舋-且+(烈-列+直)],1
zzs,[璺-玉+缶],1
zzs,[非/卒],1
zzs,[冗-几+(毛-二+(日*日))],1
zzs,[冗-几+禺],1
zzs,[冗-几+((德-彳)-一)],1
zzs,[(甬-用+((巨-匚)@十))*隹],1
zzs,[惟/乃],1
zzs,[雋-隹+雀],1
zzs,[(白/万)*(ㄆ/手)],1
zzs,[身*(丹-、+十)],1
zzs,[耳*尼],1
zzs,[(瓜-(乂-(必-心)))*ㄗ],1
zzs,[馬*(夾-(人*人)+凵)],1
zzs,[(圪-乙+口)/耳],1
zzs,[敷-ㄆ+瓦],1
zzs,[戊@目],1
zzs,[哉-口+非],1
zzs,[魚*戈],1
zzs,[戶@烏],1
zzs,[戶@支],1
zzs,[巳*欠],1
zzs,[斤*鬼],1
zzs,[南-十+(木-(企-止)+(口*(舉-與)))],1
zzs,[(曰/月)*(犬/鬼)],1
zzs,[魅-未+禹],1
zzs,[序-予+殿],1
zzs,[(士/几)*(口/又)],1
zzs,[(士/(ㄇ@一))*殳],1
zzs,[殆-口+朱],1
zzs,[泳-永+韓],1
zzs,[尹*(口/又)],1
zzs,[厂@盍],1
zzs,[厂@夏],1
zzs,[日*藝],1
zzs,[厂@(一/ㄠ)],1
zzs,[巾*皇],1
zzs,[厂@槊],1
zzs,[桑*見],1
zzs,[罕-干+(ㄙ/月)],1
zzs,[門@((素-糸)*刀)],1
zzs,[冰-水+(厂@癸)],1
zzs,[罕-干+弟],1
zzs,[口*鄂],1
zzs,[罕-干+卓],1
zzs,[(ㄇ@(企-止))/(厂@(林/正))],1
zzs,[罕-干+思],1
zzs,[(ㄇ@儿)/且],1
zzs,[車*夸],1
zzs,[牟*(舍-干+土)],1
zzs,[(ㄇ@人)/剎],1
zzs,[(ㄇ@儿)/古],1
zzs,[(土/(冗-几+糸))*ㄆ],1
zzs,[示*受],1
zzs,[怡-台+悉],1
zzs,[怡-台+(瓜-、)],1
zzs,[竺-二+罩],1
zzs,[卄/巳/(米-木+((嘹-口)-(日/小)))],1
zzs,[(牙*ㄆ)/(厂/干)],1
zzs,[敖/(厂/干)],1
zzs,[敻-目+(〡*日)],1
zzs,[改-己+商],1
zzs,[這-言+袞],1
zzs,[服-月+(嫡-女)],1
zzs,[毅-立+((巨-匚)@一)],1
zzs,[((┐@一)/豕)*ㄆ],1
zzs,[(奐-大+比)/ㄆ],1
zzs,[(止/脊)*ㄆ],1
zzs,[(又/米)*ㄆ],1
zzs,[田*乇],1
zzs,[三/(友-又+((幻-ㄠ)@田))],1
zzs,[田*(尤-尢+木)],1
zzs,[(歹*巳)/田],1
zzs,[虎*瓦],1
zzs,[麩-麥+夌],1
zzs,[(ㄙ*巳)/田],1
zzs,[(田/各)*卜],1
zzs,[貫*力],1
zzs,[熒-(火*火)+林],1
zzs,[彳*(前-刖+((土*白*匕)/ㄆ))],1
zzs,[乳-孚+((人*人)/木)],1
zzs,[革*備],1
zzs,[白*疋],1
zzs,[口*鄔],1
zzs,[同-(一/口)+米],1
zzs,[一/(ㄠ-ㄙ+人)],1
zzs,[王*今],1
zzs,[出/(企-止+米)],1
zzs,[仁-二+罔],1
zzs,[王*雲],1
zzs,[立*專],1
zzs,[仁-二+(產-文+(立-一))],1
zzs,[髟/爾],1
zzs,[諿-耳+可],1
zzs,[米*氣],1
zzs,[米*((序-予+林)/米)],1
zzs,[丰/(衣-〦+一)],1
zzs,[米*(啗-口)],1
zzs,[米*庚],1
zzs,[禾*(戶@幸)],1
zzs,[恭-共+禾],1
zzs,[禾*古],1
zzs,[仁-二+(氏/丁)],1
zzs,[(禾*欠)/〦/日],1
zzs,[禾*只],1
zzs,[禾*猒],1
zzs,[門@(豆*欠)],1
zzs,[廷/虫],1
zzs,[鄮-貝+亞],1
zzs,[竊-釆],1
zzs,[支/(廾-一)],1
zzs,[門@受],1
zzs,[囟-乂+((鬯-匕)-凵)],1
zzs,[門@臥],1
zzs,[甐-瓦+川],1
zzs,[跳-兆+(叉-一)],1
zzs,[門@刲],1
zzs,[門@土],1
zzs,[穴/采],1
zzs,[序-予+(裏-土)],1
zzs,[利-禾+朱],1
zzs,[宋-木+(登-豆+三)],1
zzs,[宋-木+兒],1
zzs,[宋-木+(瓜-、)],1
zzs,[娖-口+田],1
zzs,[宋-木+(火/几)],1
zzs,[飢-几+烹],1
zzs,[宋-木+鳥],1
zzs,[卄/(隻*爪)],1
zzs,[卄/(衣-〦+二)/口],1
zzs,[蜜-必+夗],1
zzs,[宋-木+泓],1
zzs,[爪*至],1
zzs,[宋-木+合],1
zzs,[宋-木+(夗/皿)],1
zzs,[寐-未+(朕-月)],1
zzs,[宋-木+臬],1
zzs,[宒/(毛*毛)],1
zzs,[序-予+(猒/食)],1
zzs,[序-予+欽],1
zzs,[ㄗ*耴],1
zzs,[廖-(彰-章)+(恭-共)],1
