type,char,frequency
zzs,[怡-台+來],2
zzs,[木/戈],2
zzs,[掜-臼+?],2
zzs,[扢-乙+小],2
zzs,[遞-虎+(土/巾)],2
zzs,[門@(厂@墨)],2
zzs,[仁-二+((赤/心)*(戈-、))],2
zzs,[口*調],2
zzs,[蒠-心+(冗-几+(止*(ㄇ/又)))],2
zzs,[口*葵],2
zzs,[泳-永+貰],2
zzs,[狂-王+段],2
zzs,[譋-月+?],2
zzs,[虫*匕],2
zzs,[皮*色],2
zzs,[口*汙],2
zzs,[包*風],2
zzs,[(目*目)/(冗-几+瓦)],2
zzs,[(目*目)/兀],2
zzs,[堐-圭+(里/八/土)],2
zzs,[生/石],2
zzs,[雨/(匚@一)],2
zzs,[雨/胃],2
zzs,[色-巴],2
zzs,[肆-聿+((彰-章)/弟)],2
zzs,[狂-王+勇],2
zzs,[言*系],2
zzs,[荔/十],2
zzs,[膍-月+(乏-之+虫)],2
zzs,[目*((辟-辛)+(辛/ㄒ))],2
zzs,[馬*(生/石)],2
zzs,[泳-永+尿],2
zzs,[苒-土+(┴/十)],2
zzs,[阿-可+互],2
zzs,[阿-可+(巢-果+(离-禸))],2
zzs,[楞-方+山],2
zzs,[酪-ㄆ+土],2
zzs,[燕*頁],2
zzs,[金*(利-禾+罡)],2
zzs,[山*((奧-釆+米)-大+ㄎ)],2
zzs,[(┤*║*├)/一],2
zzs,[口*舜],2
zzs,[舍*巨],2
zzs,[打-丁+身],2
zzs,[(止/夕)*食],2
zzs,[一/人*人/工],2
zzs,[米*(九/十)],2
zzs,[泳-永+(罩-卓)],2
zzs,[序-予+者],2
zzs,[飢-几+朋],2
zzs,[采-木+豕],2
zzs,[婺-女+(厂@女)],2
zzs,[土*疾],2
zzs,[(序-予+非)*斗],2
zzs,[月*(〦/米)],2
zzs,[石*(十/卄/木)],2
zzs,[踮-占+千],2
zzs,[初/黑],2
zzs,[骨*元],2
zzs,[其*(、廾、)],2
zzs,[序-予+(束*頁)],2
zzs,[法*ㄗ],2
zzs,[彳*從],2
zzs,[白/本],2
zzs,[土*焦],2
zzs,[卄/(水*土)/金],2
zzs,[耳*(白-日+(丹-、+十))],2
zzs,[叔/石],2
zzs,[宋-木+(夕*ㄗ)],2
zzs,[打-丁+(告-口+巾)],2
zzs,[月*片],2
zzs,[敲-高+褱],2
zzs,[口*(實-毌+(眉-目))],2
zzs,[度-又],2
zzs,[火*忝],2
zzs,[利-禾+食],2
zzs,[卄/(句-口)],2
zzs,[打-丁+善],2
zzs,[名*卜],2
zzs,[這-言+庚],2
zzs,[打-丁+复],2
zzs,[監-皿+木],2
zzs,[口*日],2
zzs,[虫*毘],2
zzs,[口*粟],2
zzs,[舟*行],2
zzs,[泳-永+(徙-彳)],2
zzs,[蛇-匕+(尸@貝)],2
zzs,[鳥*欠],2
zzs,[索-糸+又],2
zzs,[夢-夕+疋],2
zzs,[(夫*夫)/蟲],2
zzs,[山/屾/白/曰],2
zzs,[宋-木+(隆-生+正)],2
zzs,[角*(采-木+寸)],2
zzs,[泂-(一/口)+((朕-月)*〡)],2
zzs,[易*風],2
zzs,[弓*咼],2
no_gaiji,|,2
zzs,[仁-二+亡],2
zzs,[咒-几+木],2
zzs,[惇-子+几],2
zzs,[雨/暗],2
zzs,[(ㄇ@(企-止))/歷],2
zzs,[序-予+玄],2
zzs,[(止/石)*圣],2
zzs,[示*(卑-(白-日))],2
zzs,[曷*舌],2
zzs,[詨-父+(大-一+凵)],2
zzs,[脊-月+目],2
zzs,[女*烏],2
zzs,[女*妾],2
zzs,[車*弁],2
zzs,[臼/自/儿],2
zzs,[囊-(口*口)-(衣-〦)],2
zzs,[刷-巾+羊],2
zzs,[〦/(內-入+人)],2
zzs,[匚@日],2
zzs,[(工*勿)/心],2
zzs,[ㄙ/(刃*工*刃)/一/(、*、*、)/口],2
zzs,[(改-己+牙)/力],2
zzs,[十/田/疋],2
zzs,[保/衣],2
zzs,[藉-耒+糸],2
no_gaiji,Ⅱ,2
zzs,[肉*力],2
zzs,[仁-二+((赤/心)*戈)],2
zzs,[目*(彥-文+自)],2
zzs,[序-予+(猒/里)],2
zzs,[山*急],2
zzs,[跳-兆+(夕/火)],2
zzs,[ㄙ/〦/虫],2
zzs,[糸*成],2
zzs,[泳-永+(咒-几+木)],2
zzs,[門@(仁-二+斤)],2
zzs,[木*(共/未)],2
zzs,[打-丁+息],2
zzs,[仁-二+矢],2
zzs,[打-丁+冊],2
zzs,[茫-亡+巫],2
zzs,[虫*伐],2
zzs,[百-日+冉],2
zzs,[宎-大+犮],2
zzs,[言*牒],2
zzs,[庸-用+巾],2
zzs,[怡-台+斐],2
zzs,[禾*函],2
zzs,[逅-口+(一/巾)],2
zzs,[遾-巫+手],2
zzs,[疏-(梳-木)+戔],2
zzs,[卄/雨],2
zzs,[瞀-矛+牙],2
zzs,[穴/(卸-ㄗ)],2
no_gaiji,㊇,2
zzs,[洉-口+ㄒ],2
zzs,[葎-聿+(唚-口)],2
zzs,[懵-目+(歹*巳)],2
zzs,[頻/足],2
zzs,[罝*力],2
zzs,[卄/債],2
zzs,[仁-二+念],2
zzs,[口*著],2
zzs,[利-禾+菫],2
zzs,[社-土+夬],2
zzs,[敲-高+(又/木)],2
zzs,[序-予+農],2
zzs,[社-土+(旗-方)],2
zzs,[社-土+(戒-廾+六)],2
zzs,[仁-二+宎],2
zzs,[坭/土],2
zzs,[謂-田+ㄙ],2
zzs,[泳-永+迴],2
zzs,[王*(利/(尒-小+(恭-共)))],2
zzs,[門@(厂@(田/坴))],2
zzs,[冬/鼓],2
zzs,[○@(一/(三*二))],2
zzs,[○@(二/(三*一))],2
zzs,[○@(三/(二*一))],2
zzs,[疏-(梳-木)+(夸-大+(((嘹-口)-小)-日))],2
zzs,[口*(戒-廾+天)],2
zzs,[局-口+(囗@夕)],2
zzs,[女*絰],2
zzs,[索-十+(木-(企-止)+(ㄙ*ㄙ))],2
zzs,[仁-二+完],2
zzs,[喉-(仁-二)],2
zzs,[拊-寸+業],2
zzs,[苨-匕+樓],2
zzs,[噬-巫+犮],2
zzs,[打-丁+慕],2
zzs,[(學-子+禺)-爻+(与-(乏-之))],2
zzs,[米*兄],2
zzs,[巨*頁],2
zzs,[木*(仁-二+大)],2
zzs,[卄/(社-土+(ㄙ/天))],2
zzs,[肆-聿+發],2
zzs,[馬*發],2
zzs,[烋-木+(ㄆ/田)],2
zzs,[菱-八],2
zzs,[這-言+保],2
zzs,[穴/毛/以],2
zzs,[黹*皮],2
zzs,[病-丙+(慈-(前-刖))],2
zzs,[伯*欠],2
zzs,[土*示],2
zzs,[虛*頁],2
zzs,[目*文],2
zzs,[丰-〡+(乳-孚)],2
zzs,[月*戀],2
zzs,[木*逄],2
zzs,[(器-犬+工)*支],2
zzs,[病-丙+支],2
zzs,[跳-兆+弇],2
zzs,[火*熒],2
zzs,[口*(口/咢)],2
zzs,[宋-木+幻],2
zzs,[日*斨],2
zzs,[王*亥],2
zzs,[印-ㄗ+呆],2
zzs,[金*(穴/(犮-乂+又))],2
zzs,[序-予+(林/曰)],2
zzs,[翹-羽+喬],2
zzs,[悾-工+隹],2
zzs,[月*蹙],2
zzs,[榖-一],2
zzs,[皮*奇],2
zzs,[坦-日+弓],2
zzs,[火*(晏-女+(大/((犀-尸)-牛+十)))],2
zzs,[鑒-金+王],2
zzs,[怡-台+羊],2
zzs,[(庴-日+(人*人))*鳥],2
zzs,[建-干+├],2
zzs,[邱-丘+多],2
zzs,[埶/又],2
zzs,[執/巾],2
zzs,[虱-(乏-之+虫)+((乏-之+虫)*(乏-之+虫))],2
zzs,[(幅-巾)*(幅-巾)],2
zzs,[二/止],2
zzs,[美-(王/大)+(又*?)],2
zzs,[豸*冘],2
zzs,[社-土+咸],2
zzs,[仁-二+房],2
zzs,[踢-勿+月],2
zzs,[(食/酉)*欠],2
zzs,[(雪-雨+匕)*ㄆ],2
zzs,[〦/公],2
zzs,[歹*爪],2
zzs,[金*(小/儿)],2
zzs,[泳-永+汞],2
zzs,[檄-木+身],2
zzs,[穴/兄],2
zzs,[口*(絹-口+ㄙ)],2
zzs,[卅*十],2
zzs,[(├/((巨-匚)@一)/一)*殳],2
zzs,[(契-大+言)-刀+刃],2
zzs,[糸*匽],2
zzs,[雲*帶],2
zzs,[女*似],2
zzs,[口*舟*巳],2
zzs,[但-日+(尤-尢+木)],2
zzs,[腐-付+隹],2
zzs,[袖-由+直],2
zzs,[竺-二+宦],2
zzs,[月*凶],2
zzs,[僚-(日/小)+鳥],2
zzs,[打-丁+市],2
zzs,[宋-木+(((素-糸)*刃)/廾)],2
zzs,[句-口+(离-禸)],2
zzs,[爿-〡+厲],2
zzs,[病-丙+盂],2
zzs,[(弟*ㄆ)/力],2
zzs,[仵-十+上],2
zzs,[木*苔],2
zzs,[弘/言],2
zzs,[同-(一/口)+(ㄙ/又)],2
zzs,[蘘-(〦/(口*口))+(一/(人*人))],2
zzs,[鹿/美],2
zzs,[辭-辛+寸],2
zzs,[金*(米/女)],2
zzs,[匚@金],2
zzs,[弓*全],2
zzs,[(餐-食)-又+(刀/又)],2
zzs,[車*質],2
zzs,[鎖-金+木],2
zzs,[利-禾+洴],2
zzs,[怡-台+死],2
zzs,[賦-止+(二/貝)],2
zzs,[(肆-聿+殳)-ㄙ+几],2
zzs,[(強-ㄙ+口)/力],2
zzs,[社-土+(乞-乙+夫)],2
zzs,[袖-由+戢],2
zzs,[車*辰],2
zzs,[奚*鼠],2
zzs,[散/金],2
zzs,[囗@套],2
zzs,[搭-合+台],2
zzs,[共-八+((中-〡+人)/土)],2
zzs,[卄/淒],2
zzs,[敲-高+(├/(同-(一/口)+、))],2
zzs,[飢-几+色],2
zzs,[士/(同-口)],2
zzs,[彳*(玄/(友-又))*亍],2
zzs,[嫻-木+(古/小)],2
zzs,[泳-永+(高/((卄*├)/干))],2
zzs,[仁-二+(旬/(百-日+ㄎ))],2
zzs,[這-言+喿],2
zzs,[寧*丘],2
zzs,[打-丁+備],2
zzs,[門@有],2
zzs,[車*申],2
zzs,[(?*殳)/止],2
zzs,[颱-台+穸],2
zzs,[?/八],2
zzs,[打-丁+(少/女)],2
zzs,[竺-二+(庴-日+(人*人))],2
zzs,[王*(皮-(〡/又)+(王/匆))],2
zzs,[馬*兼],2
zzs,[合/酉/皿],2
zzs,[任/糸],2
zzs,[盩-ㄆ+糸],2
zzs,[嘗-旨+正],2
zzs,[主/石],2
zzs,[木*頁],2
zzs,[仁-二+(栽-木+(烈-列))],2
zzs,[生-土+(聿-干)],2
zzs,[虱-(乏-之+虫)+允],2
zzs,[肆-聿+分],2
zzs,[└@(┐/┐)],2
zzs,[糸*疊],2
zzs,[方*(企-止)],2
zzs,[歷-止+心],2
zzs,[言*(玄-ㄙ+ㄥ)],2
zzs,[貝*疋],2
zzs,[(口*口)/口],2
zzs,[打-丁+(乳-孚+(幼-力))],2
zzs,[卄/(夕*又)/土],2
zzs,[豸*犬],2
zzs,[切/木],2
zzs,[尸@畏],2
zzs,[中/(冗-几+心)],2
zzs,[嚶-女+鳥],2
zzs,[侃-口+一],2
zzs,[泳-永+局],2
zzs,[這-言+即],2
zzs,[凹/凵/(乳-孚)],2
zzs,[竺-二+(其/九)],2
zzs,[跳-兆+(、廾、、、)],2
zzs,[起-巳+(侃-(仁-二))],2
zzs,[跳-兆+挈],2
zzs,[打-丁+(叉-一)],2
zzs,[怡-台+黃],2
zzs,[△@●],2
zzs,[古/(畢-田+目)],2
zzs,[替-日+(虫-、)],2
zzs,[女*出],2
zzs,[祟*ㄆ],2
zzs,[女*惢],2
zzs,[谷*宏],2
zzs,[怡-台+厚],2
zzs,[冗-几+丁],2
zzs,[漲-長],2
zzs,[犀-牛+(乏-之+夫)],2
zzs,[(治-口+月)*(乳-孚)],2
zzs,[土*几],2
zzs,[日*复],2
zzs,[社-土+(囟-乂+夕)],2
zzs,[這-言+(雨/(百-日+ㄎ))],2
zzs,[烈-列+菲],2
zzs,[口*肄],2
zzs,[拖-也+(口/(之-、))],2
zzs,[(暴-(日/共)+夭)/甘],2
zzs,[卄/狐],2
zzs,[酉*業],2
zzs,[卄/(色-巴+巳)],2
zzs,[竺-二+奇],2
zzs,[喳-日],2
zzs,[口*(上/示)*余],2
zzs,[打-丁+知],2
zzs,[(ㄙ/月)*瓦],2
zzs,[打-丁+(民/日)],2
zzs,[賏/(几@(冰-水))],2
zzs,[蠢-春+眾],2
zzs,[舟*苻],2
zzs,[月*奓],2
zzs,[簷-言+(工/口)],2
zzs,[虺-虫+重],2
zzs,[仁-二+(夢-夕+伐)],2
zzs,[虫*壽],2
zzs,[目*蓋],2
zzs,[打-丁+(隸-木+匕)],2
zzs,[日*(采-木+?)],2
zzs,[仁-二+(止/(止*止))],2
zzs,[噤-示+大],2
zzs,[朦-卄],2
zzs,[土/而],2
zzs,[鳥*畢],2
zzs,[鳥*羅],2
zzs,[飢-几+毛],2
zzs,[烈-列+(午/止)],2
zzs,[木*隸],2
zzs,[土*廓],2
zzs,[譧-兼+氏],2
zzs,[罔*鬼],2
zzs,[面*頁],2
zzs,[髟/老],2
zzs,[○@廿],2
zzs,[卄/(利-禾+(夾-(人*人)+(前-刖)))],2
zzs,[異/小],2
zzs,[起-巳+卷],2
zzs,[謈-言+丰],2
zzs,[打-丁+廉],2
zzs,[趫-土+夭],2
zzs,[(草-日+口)*(栗-木+凡)],2
zzs,[察-示+言],2
zzs,[鹿/齒],2
zzs,[弘-、],2
zzs,[竺-二+盒],2
zzs,[木*舍],2
zzs,[甚*支],2
zzs,[瀔-禾+米],2
zzs,[兆-?+?],2
zzs,[跳-兆+(虒-虎+((白-日)/一/巾))],2
zzs,[利-禾+差],2
no_gaiji,グ,2
zzs,[白-日+(匚@一)],2
zzs,[利-禾+替],2
zzs,[彳*多],2
zzs,[墫-酋+(十/田)],2
zzs,[白*方],2
zzs,[月*張],2
zzs,[翾-羽+月],2
zzs,[石*僉],2
zzs,[(叡-(谷-口+目))/井],2
zzs,[木*(看-目)*月],2
no_gaiji,ぐ,2
zzs,[聲-耳+束],2
zzs,[兩*鬼],2
zzs,[包*頁],2
zzs,[(彖-(彖-豕)+(┐@一))*(口/又)],2
zzs,[攬-見+手],2
zzs,[巾*貴],2
zzs,[門@(自/大)],2
zzs,[山/兀/廾],2
zzs,[肆-聿+弟],2
zzs,[((嘹-口)-(日/小)+目)*皮],2
zzs,[歹*夷],2
zzs,[白/木],2
zzs,[戒-廾+((巨-匚)/八)],2
zzs,[(乃@人)/木],2
zzs,[○@收],2
zzs,[革*念],2
zzs,[馬*(一/ㄠ)],2
zzs,[巾*欠],2
zzs,[咒-几+(卄/井)],2
zzs,[旭-日+百],2
no_gaiji,ぶ,2
zzs,[予*鳥],2
zzs,[(冰-水+〡)*(利-禾+(美-(王/大)+(二/八)))],2
zzs,[(止/(谷-口+目))*(口/又)],2
zzs,[裾-((厂-一)*古)+(〡*又)],2
zzs,[口*俘],2
zzs,[口*卡],2
zzs,[搫-舟+(孛-了)],2
zzs,[口*佗],2
zzs,[敲-高+(孛-了)],2
zzs,[骨*口],2
zzs,[筐-王+僉],2
zzs,[云/(厂@米)],2
zzs,[牖-片],2
zzs,[跳-兆+降],2
zzs,[君*殳],2
zzs,[打-丁+基],2
zzs,[失*隹],2
zzs,[日*寬],2
zzs,[彳*酋],2
zzs,[(止/?)*(十/田/寸)],2
zzs,[上/矢],2
zzs,[恙-心+ㄆ],2
zzs,[序-予+售],2
zzs,[(虎-儿+用)*瓦],2
zzs,[捐-口+(口/一)],2
zzs,[木*((└@口)/月)],2
zzs,[巾*乏],2
zzs,[蹋-日+(罩-卓)],2
zzs,[((冰-水+臨)-品+口)/皿],2
zzs,[掘-出+衣],2
zzs,[跳-兆+ㄆ],2
zzs,[偯-〦+(乞-乙)],2
zzs,[竺-二+曼],2
zzs,[塞-土+(念-(企-止))],2
zzs,[打-丁+霝],2
zzs,[嗑-去+三],2
zzs,[秋/凡],2
zzs,[爪*血],2
zzs,[怡-台+(犮-乂+又)],2
zzs,[(├/(同-(一/口)+(共-八)))*又],2
zzs,[毯-炎+瑟],2
zzs,[憨*鳥],2
zzs,[糸*才],2
zzs,[尸@(兆-((冰-水)*(厂-一))+(彳-〡))],2
zzs,[曩-(〦/(口*口))+一],2
zzs,[病-丙+垂],2
zzs,[親/女],2
zzs,[貝*(└@米)],2
zzs,[夾/回],2
zzs,[(常-吊+子)*力],2
zzs,[糸*(色-巴+田)],2
zzs,[文*閔],2
zzs,[打-丁+循],2
zzs,[禾/止],2
zzs,[歹*帚],2
zzs,[木*夕*木],2
zzs,[爿*未],2
zzs,[卄/斗],2
zzs,[罩-卓+(((嘹-口)-小)-日+丰)],2
zzs,[(┤*〡)/一],2
zzs,[始/土],2
zzs,[虍-七+(一/(匚@一)/(乳-孚))],2
zzs,[病-丙+(扥-(打-丁))],2
zzs,[虱*(乏-之+虫)],2
no_gaiji,Ṣ,2
zzs,[宭-尹+土],2
zzs,[馬*白],2
zzs,[巿/又],2
zzs,[穴/弟],2
zzs,[金*午],2
zzs,[胎-ㄙ+匆],2
zzs,[少/勉],2
zzs,[立*(山/日/(句-口+匕))],2
zzs,[酉*吾],2
zzs,[自/((餐-食)-又+人)],2
zzs,[罩-卓+(豕-一)],2
zzs,[水*欠],2
zzs,[膗-隹+(大/虫)],2
zzs,[(赴-卜+欠)-走+(├/乙)],2
zzs,[目*系],2
zzs,[沙/兔],2
zzs,[囗@崙],2
zzs,[(口*王)/(冏-口+丁)],2
zzs,[薿-(予-(丁-一))+(了-(丁-一))],2
zzs,[言*曾],2
zzs,[泳-永+(采-木+(一/山))],2
zzs,[鹵*炎],2
zzs,[山*旁],2
zzs,[鄖-口+(夕*匕)],2
zzs,[打-丁+(七-(乏-之)+北)],2
zzs,[冰-水+肖],2
zzs,[商*支],2
zzs,[示*具],2
zzs,[卄/(兩-(入*入)+(人*人))],2
zzs,[金*(起-巳+戍)],2
zzs,[鴝-口+(冰-水)],2
zzs,[袖-由+追],2
zzs,[打-丁+(巿@(必-心))],2
zzs,[火*(皮-(〡/又)+(王/(匚@一)))],2
zzs,[雲*奄],2
zzs,[挈-刀+力],2
zzs,[量*殳],2
zzs,[神/土],2
zzs,[幔-又+(万-一)],2
zzs,[戊@(耜-耒)],2
zzs,[朿*(〦/羊)],2
zzs,[塞-土+了],2
zzs,[口*經],2
zzs,[土*(壴-士+山)],2
zzs,[月*業],2
zzs,[月*美],2
zzs,[麩-夫+久],2
zzs,[有*堯],2
zzs,[匕*(巢-果+(离-禸))],2
zzs,[冒-目+且],2
zzs,[愫-糸+回],2
zzs,[病-丙+(白/(ㄎ*戈))],2
zzs,[巾*胃],2
zzs,[溥-甫+(十/田)],2
zzs,[坑-几+品],2
zzs,[利-禾+(打-丁)],2
zzs,[伐/貝],2
zzs,[((惠-心)*殳)/土],2
zzs,[虫*(嬴-口+(罩-卓))],2
zzs,[病-丙+既],2
zzs,[仁-二+?],2
zzs,[錳-子+犮],2
zzs,[王*扁],2
zzs,[臺-至+(非/木)],2
zzs,[口*反],2
zzs,[胵-(至-土)+不],2
zzs,[竺-二+(舟*絭)],2
zzs,[佑-口+田],2
zzs,[髟/民/日],2
zzs,[火*藥],2
zzs,[哭-犬+六],2
zzs,[利-禾+(蛺-(人*人)+(前-刖))],2
zzs,[塉-月+目],2
zzs,[打-丁+又],2
zzs,[木*臣],2
zzs,[〦/(馬-(烈-列)+衣)],2
zzs,[火*烝],2
zzs,[宋-木+(十/且)],2
zzs,[大/口],2
zzs,[掾-(彖-豕)+(┐@一)],2
zzs,[阿-可+(曷-人+乂)],2
zzs,[病-丙+尌],2
zzs,[日*(〦/米)],2
zzs,[臄-豕+丘],2
zzs,[怡-台+欶],2
zzs,[殺-殳+又],2
no_gaiji,〦,2
zzs,[打-丁+(鹿/木)],2
zzs,[茵-大+去],2
zzs,[宋-木+(少-小+正)],2
zzs,[金*忌],2
zzs,[衣-〦+蓻],2
zzs,[半*ㄆ],2
zzs,[黑*卜],2
zzs,[阿-可+予],2
zzs,[病-丙+異],2
zzs,[木*(宜/八)],2
zzs,[月*水],2
zzs,[田/日],2
zzs,[謙-(亦-〦)+(烈-列)],2
zzs,[塵-土+(土/(八@(戉-戈)))],2
zzs,[(鼻-丌+大)*臭],2
zzs,[木*覺],2
zzs,[雨/浸],2
zzs,[利-禾+(黎-(暴-(日/共))+小)],2
zzs,[(乖/土)*央],2
zzs,[鹿/宏],2
zzs,[掐-臼+(一/巾)],2
zzs,[〦/(刀*了*(留-刀-田))/貝],2
zzs,[(摨-尸+自)-牛+十],2
zzs,[虫*建],2
zzs,[夙-夕+几],2
zzs,[示*(旃-方)-丹+(舟-(白-日))],2
zzs,[(止/石)*(又/口)],2
zzs,[底*也],2
zzs,[口*(、廾、、、)],2
zzs,[加/糸],2
zzs,[月*苪],2
zzs,[交*交],2
zzs,[卄/(禾*(哭-犬+田))],2
zzs,[糸*狂],2
zzs,[月*又],2
zzs,[狂-王+幸],2
zzs,[打-丁+(后-口+巾)],2
zzs,[(前-刖+口)*欠],2
zzs,[〦/小],2
zzs,[韉-廌+((人/(人*人))/廾)],2
zzs,[言*(絫-糸+尒)],2
zzs,[曲-曰+口],2
zzs,[薇-几+口],2
zzs,[宋-木+(一/血/(丁-一))],2
zzs,[石*旬],2
zzs,[打-丁+哀],2
zzs,[病-丙+((句-口+夕)/心)],2
zzs,[綟-大+天],2
zzs,[喬*元],2
zzs,[目*(田/恭)],2
zzs,[石*(式-工+口)],2
zzs,[打-丁+(甬-用+疋)],2
zzs,[日*(昦-日)],2
zzs,[(止/有)*又],2
zzs,[色-巴+(厂@比)],2
zzs,[王*崙],2
zzs,[口*卞],2
zzs,[骨*藏],2
zzs,[這-言+(血/(豕-一))],2
zzs,[冰-水+齊],2
zzs,[沆-几+(加/王)],2
zzs,[尉-小+少],2
zzs,[操-品+廿],2
zzs,[(夭/止)*(小/月)],2
zzs,[聲-耳+口],2
zzs,[廅-去+太],2
zzs,[十-〡+(筒-(一/口)+((、/、)*〡*(、/、)))],2
zzs,[口*泮],2
zzs,[火*(雪-雨+(雪-雨))],2
zzs,[打-丁+寸],2
zzs,[(貳-二)-、+?],2
zzs,[唯/(雋-隹)],2
zzs,[肉*包],2
zzs,[迋-土+(臾-臼+曰)],2
zzs,[肉*台],2
zzs,[飢-几+甚],2
zzs,[((雪-雨)/(土*矢))*(百-日+ㄎ)],2
zzs,[王*員],2
zzs,[蟘-代+忒],2
zzs,[企-止+凶],2
zzs,[王*正],2
zzs,[ㄙ/寸],2
zzs,[雨/幼],2
zzs,[病-丙+(猒/面)],2
zzs,[卄/(夕*巳)/大],2
zzs,[革*(卄/(ㄇ@儿)/戍)],2
zzs,[起-巳+(色-巴+又)],2
zzs,[敲-高+(立/肉)],2
zzs,[舌*乇],2
zzs,[玩-兀+正],2
zzs,[卄/(仁-二+(公/几))],2
zzs,[口*螫],2
zzs,[肉*巳],2
zzs,[肉*臾],2
zzs,[((十/工)*刀)/瓦],2
zzs,[(刀*刀)/(止*止)],2
zzs,[(乖-北+(万*万))/千],2
zzs,[(女*(山/隹))/(雋-隹)],2
zzs,[├/(足-口+(雪-雨))],2
zzs,[甚*升],2
zzs,[米*朁],2
zzs,[(土*(耜-耒))/木],2
zzs,[牛*丘],2
zzs,[八/木/(烈-列+里)],2
zzs,[叡-├+〡],2
zzs,[斬/糸],2
zzs,[筣-禾+(棣-木)],2
zzs,[高-口+磊],2
zzs,[(虺-兀+元)-虫+皮],2
zzs,[泳-永+(炙-火+(午/一))],2
zzs,[〦/田/日],2
zzs,[(葺-耳+十)*(夢-夕+伐)],2
zzs,[口*(甚-其+庚)],2
zzs,[(士/示)*(暴-(日/共)+又)],2
zzs,[竺-二+((ㄇ@人)/伐)],2
zzs,[肆-聿+(序-予+(比/舌))],2
zzs,[宋-木+(美-(王/大)+兄)],2
zzs,[烋-木+(ㄆ/用)],2
zzs,[打-丁+(后-口+十)],2
zzs,[琈-子+((〡*日)/(曼-日))],2
zzs,[窪-圭+(帚/又)],2
zzs,[穴/光],2
zzs,[(魅-ㄙ)-未+(网-(ㄨ*ㄨ)+又)],2
zzs,[日*長],2
zzs,[穴/亡],2
zzs,[湖-古+目],2
zzs,[(蔡-(炙-火)+夕)-示+土],2
zzs,[言*勾],2
zzs,[山/兀/ㄆ],2
zzs,[共/血],2
zzs,[里*黽],2
zzs,[口*炭],2
zzs,[棬-(厄-厂)+力],2
zzs,[口*儼],2
zzs,[罩-卓+免],2
zzs,[角*頁],2
zzs,[病-丙+下],2
zzs,[昵-匕+工],2
zzs,[止*且],2
zzs,[腮-心+日],2
zzs,[尸@(棄-ㄊ)],2
zzs,[這-言+(疌-人)],2
zzs,[日/出/大/手],2
zzs,[金*疑],2
zzs,[卄/迨],2
zzs,[白/田/(十-一+└)],2
zzs,[(口*口)/卞],2
zzs,[方*(色-巴+布)],2
zzs,[必/(冗-几+(匚@一))],2
zzs,[擒-离+天],2
zzs,[萉-巴+巳],2
zzs,[身*勾],2
zzs,[萩-火+(尤-尢+木)],2
zzs,[文*蘭],2
zzs,[打-丁+(戢-耳+(一/月))],2
zzs,[櫓-魚+民],2
zzs,[女*忌],2
zzs,[口*剎],2
zzs,[口*((白-日+田)/廾)],2
zzs,[打-丁+(庭-壬+手)],2
zzs,[馬*犮],2
zzs,[攸-ㄆ+葉],2
zzs,[麩-夫+薛],2
zzs,[惌-(夗-夕)+匕],2
zzs,[麥*薜],2
zzs,[月*(襄-(口*口))],2
zzs,[木*(乃@古)],2
zzs,[病-丙+張],2
zzs,[示*內],2
zzs,[卄/(立*多)],2
zzs,[(ㄇ@(企-止))/(糸*貞)],2
zzs,[病-丙+忽],2
zzs,[虫*(匚@一)],2
zzs,[跳-兆+(、廾、)],2
zzs,[吹/口],2
zzs,[阿-可+(左/左/骨)],2
zzs,[邱-丘+(木/尒)],2
zzs,[豸*生],2
zzs,[貝*(、/正)],2
zzs,[口*禰],2
zzs,[卄/口/└/乂],2
zzs,[幸*匊],2
zzs,[口*武],2
zzs,[刪-冊+(丹-、+十)],2
zzs,[(虀-卄)-韭+(烈-列+非)],2
zzs,[口*物],2
zzs,[帝/貝],2
zzs,[口*柱],2
zzs,[死/鳥],2
zzs,[月*(廷-壬+手)],2
zzs,[泳-永+(哭-犬+田)],2
zzs,[罽-(罩-卓)],2
zzs,[口*賭],2
zzs,[勒/心],2
zzs,[哎-乂+又],2
zzs,[阿-可+(白/儿)],2
zzs,[菧-氐+(林/火)],2
zzs,[袖-由+(((嘹-口)-小)-日+(百-日+ㄎ))],2
zzs,[完-二+公],2
zzs,[鄠-雨+虍],2
zzs,[夢-夕+又],2
zzs,[熛*寸],2
zzs,[醠-央+羊],2
zzs,[宋-木+原],2
zzs,[口*圂],2
zzs,[乞-乙+廾],2
zzs,[(ㄠ*車*ㄠ)/(└@乂)],2
zzs,[山/(獻-七)],2
zzs,[社-土+(乞-乙+(冉-土+(舉-與)))],2
zzs,[翟*殳],2
zzs,[土*(乏-之+犮)],2
zzs,[狂-王+(山/曷)],2
zzs,[白-日+丹],2
zzs,[((嘹-口)-小)-日+亡],2
zzs,[券-刀+土],2
zzs,[繭-虫+糸],2
zzs,[宋-木+王],2
zzs,[狂-王+(廿/(土*自*土)/ㄆ)],2
zzs,[合-口+明],2
zzs,[口*諸],2
zzs,[鹵*咢],2
zzs,[撾-咼+庚],2
zzs,[谷*斤],2
zzs,[泥-匕+日],2
zzs,[企-止+(口/土)],2
zzs,[歹*莫],2
zzs,[泳-永+(盈-又+ㄆ)],2
zzs,[卸-ㄗ+(少/日/小)],2
zzs,[酉*瓜],2
zzs,[糸*藍],2
zzs,[金*實],2
zzs,[匈/几],2
zzs,[卄/采],2
