type,char,char_freq
std,岤,13
std,瑤,13
std,瞱,13
std,咺,13
std,捇,13
std,蠈,13
std,萪,13
std,顊,13
std,匜,13
std,㴎,13
std,穎,13
std,稌,13
single_vt,皰,13
std,摨,13
single_vt,睺,13
std,臒,13
std,邂,13
std,𢽽,13
std,裌,13
single_vt,惝,13
single_vt,羚,13
single_vt,齶,13
single_vt,䵃,13
std,嶐,13
std,褆,13
single_vt,㢈,13
std,灴,13
std,蜑,13
single_vt,跨,13
std,稟,13
std,倛,13
std,葖,13
std,撎,13
single_vt,褚,13
std,𡁆,13
std,蟴,13
single_vt,隸,13
std,𪖦,13
std,儽,13
std,眉,13
single_vt,摖,13
std,㰚,13
std,㿉,13
std,杹,13
std,麮,13
std,慲,13
std,憉,13
std,漺,13
std,蚩,13
std,廮,13
std,蝭,13
std,摰,13
std,敧,13
std,𩲓,13
std,笧,13
std,啥,13
std,怶,13
single_vt,賸,13
std,颾,13
std,㡘,13
std,涊,13
std,徛,13
single_vt,輔,13
single_vt,鯀,13
std,篼,13
std,駚,13
std,𦵧,13
single_vt,𣮧,13
std,迀,13
std,𢣷,13
std,剾,13
std,坒,13
std,㯋,13
single_vt,舀,13
single_vt,滅,13
std,錍,13
std,兀,13
std,扜,13
std,骾,13
mul_vt,𤹪,13
std,銐,13
std,彘,13
std,殟,13
std,飭,13
std,㠟,13
std,艖,13
std,鋧,13
std,鄑,13
std,産,13
single_vt,狖,13
std,鼛,13
std,窔,13
std,竊,13
std,腺,13
std,𧪓,13
std,捷,13
std,佮,13
std,鱻,13
std,昢,13
std,羋,13
std,㓼,13
std,㙠,13
std,𧿽,13
std,觭,13
single_vt,饜,13
std,𢻵,13
std,䢖,13
std,彀,13
std,豩,13
std,剆,13
std,鋘,13
std,獶,13
std,觖,13
std,儿,13
std,杋,13
std,燄,13
std,喪,13
std,漟,13
std,黍,13
std,鰂,13
single_vt,毾,13
std,磥,13
single_vt,坤,13
std,垒,13
std,嫙,13
std,穆,13
single_vt,走,13
std,檾,13
std,玸,13
single_vt,塤,13
single_vt,晴,13
single_vt,彝,13
std,婷,13
single_vt,舛,13
std,杬,13
mul_vt,鞽,13
single_vt,幞,13
std,砏,13
std,嘺,13
std,軗,13
std,塽,13
single_vt,綱,13
std,耇,13
single_vt,廚,13
std,盍,13
std,簱,13
std,匆,13
std,侻,13
mul_vt,墤,13
std,𥁑,13
mul_vt,𥝖,13
single_vt,嚚,13
std,匡,13
std,㤢,13
std,醑,13
std,𠡭,13
std,鴃,13
mul_vt,𦝣,13
std,㤼,13
std,盵,13
std,㖟,13
std,焅,13
std,鞹,13
std,岢,13
std,鞣,13
std,霮,13
mul_vt,𤜶,13
std,戲,13
std,齯,13
std,𧧸,13
std,冊,13
std,妭,13
single_vt,𣑫,13
single_vt,獾,13
std,蜙,13
std,𢴲,13
std,㖉,13
std,𥗫,13
std,珅,13
std,熙,13
std,霿,13
std,𠴞,13
std,哱,13
std,尰,13
std,琮,13
std,乀,13
std,吁,13
std,櫰,13
std,氿,13
std,搖,13
std,鳱,13
std,慳,13
single_vt,蠆,13
std,昴,13
std,軎,13
single_vt,幀,13
single_vt,廡,13
std,硠,13
std,鰈,13
single_vt,叔,13
std,䲺,13
std,鬡,13
std,黹,13
std,哲,13
std,𠻐,13
std,錎,13
single_vt,輀,13
std,矜,13
std,䥈,13
single_vt,廉,13
single_vt,燒,13
std,覸,13
std,籞,13
std,橕,13
std,昀,13
std,笑,13
single_vt,釵,13
mul_vt,𡵒,13
std,驝,13
std,圻,13
std,焌,13
std,𤋎,13
std,𧤼,13
std,酃,13
std,冥,13
single_vt,蠡,13
std,㕣,13
std,𢾛,13
std,鋻,13
std,偂,13
std,釬,13
single_vt,蹙,13
std,鄖,13
std,𢹍,13
std,脥,13
std,𤾣,13
std,訹,13
single_vt,賄,13
std,笒,13
single_vt,懿,13
std,鏚,13
std,骻,13
std,缶,13
single_vt,島,13
std,忠,13
std,暴,13
single_vt,奪,13
mul_vt,㭟,13
std,慢,13
std,粻,13
std,餿,13
std,囊,13
std,崍,13
std,塀,13
std,槫,13
std,痗,13
std,殊,13
std,蕀,13
std,騼,13
std,肞,13
std,𢝆,13
std,仰,13
std,暫,13
std,獌,12
std,岋,12
std,稛,12
std,巂,12
std,砐,12
std,澺,12
std,灈,12
std,挎,12
single_vt,疒,12
std,𡁔,12
std,緋,12
std,蹖,12
std,愰,12
mul_vt,𢇹,12
single_vt,漵,12
mul_vt,𠆸,12
std,𦭎,12
std,腝,12
std,抾,12
single_vt,雇,12
std,浺,12
std,𡾇,12
std,𧙯,12
std,茠,12
std,咆,12
std,𤃒,12
std,褙,12
std,硉,12
std,㲥,12
std,鯀,12
std,毃,12
mul_vt,𣦃,12
std,徙,12
std,筰,12
std,䙴,12
std,弘,12
single_vt,虐,12
std,䵩,12
std,𣀇,12
std,渻,12
std,翻,12
std,𣸸,12
single_vt,崿,12
std,䆗,12
single_vt,癬,12
std,餳,12
std,波,12
std,檈,12
std,屯,12
single_vt,鶻,12
single_vt,肙,12
std,㨔,12
std,𨇾,12
std,檨,12
std,鷳,12
std,冠,12
std,鶙,12
single_vt,鳶,12
std,酶,12
std,𧍃,12
std,焸,12
std,蟙,12
std,𧋒,12
std,踑,12
single_vt,焚,12
single_vt,盾,12
std,吙,12
std,侳,12
std,禛,12
std,榹,12
std,耟,12
std,箤,12
std,䤋,12
std,脕,12
std,扣,12
mul_vt,嶃,12
std,彃,12
std,𦇧,12
std,𤭔,12
std,抐,12
std,閛,12
single_vt,臍,12
std,藨,12
single_vt,召,12
std,𥲤,12
std,汙,12
std,藮,12
std,褕,12
std,析,12
std,嵼,12
std,𥧦,12
single_vt,琖,12
std,痌,12
mul_vt,㭓,12
mul_vt,𤔩,12
std,嵿,12
std,碇,12
std,儊,12
std,禰,12
std,獼,12
single_vt,樵,12
std,涮,12
std,䚮,12
std,㟪,12
std,濞,12
std,㼌,12
single_vt,矇,12
std,稙,12
std,豤,12
std,錨,12
single_vt,敷,12
std,鞿,12
std,𢜬,12
std,𣎜,12
std,嵽,12
std,遲,12
std,潛,12
single_vt,鬵,12
std,蘙,12
std,椒,12
std,鉈,12
std,慁,12
single_vt,檳,12
std,楨,12
single_vt,劂,12
std,弶,12
single_vt,皺,12
std,榧,12
std,䄍,12
std,鶼,12
std,𧃳,12
std,揜,12
single_vt,沬,12
std,鵚,12
std,𨸰,12
std,罘,12
std,妃,12
std,範,12
std,咐,12
std,舠,12
std,芩,12
std,攸,12
single_vt,參,12
std,軹,12
std,爸,12
std,㣿,12
std,鄘,12
single_vt,蹶,12
mul_vt,𦳃,12
single_vt,嶪,12
single_vt,恪,12
std,似,12
single_vt,人,12
single_vt,雋,12
std,𪙫,12
std,𣵽,12
std,慉,12
std,綷,12
std,𦚧,12
single_vt,蛤,12
std,鴶,12
std,孓,12
std,嘽,12
std,襮,12
std,㷌,12
std,䖯,12
std,羾,12
std,刖,12
std,碞,12
std,槙,12
std,䏧,12
std,僗,12
std,𤧑,12
std,斠,12
std,飭,12
std,琸,12
std,髕,12
std,忐,12
std,焏,12
std,囧,12
std,鬢,12
std,躠,12
std,筊,12
std,磶,12
single_vt,嚏,12
mul_vt,𠬪,12
single_vt,蠚,12
std,珞,12
single_vt,聻,12
single_vt,𠊬,12
std,抪,12
std,韑,12
std,鬇,12
std,輱,12
std,剁,12
std,𧼈,12
std,壝,12
std,槭,12
single_vt,庀,12
std,忌,12
std,亂,12
std,暟,12
std,鈂,12
std,𠹛,12
std,𡠉,12
std,㾪,12
std,鵪,12
std,袞,12
std,旿,12
single_vt,邊,12
std,湋,12
std,刅,12
std,𥾝,12
std,楪,12
std,䋟,12
std,𧟄,12
single_vt,剿,12
std,鳲,12
std,寧,12
std,坑,12
std,惉,12
std,瘩,12
std,歂,12
std,留,12
single_vt,愆,12
single_vt,鋒,12
std,差,12
std,槮,12
std,蔬,12
std,𨔴,12
mul_vt,鈘,12
std,軯,12
std,坲,12
std,㭾,12
std,訌,12
std,𦃓,12
std,𨏦,12
std,駬,12
std,奔,12
single_vt,惻,12
single_vt,髑,12
std,蕛,12
std,䵴,12
std,𡅧,12
std,嫠,12
std,鬉,12
std,筳,12
std,𢩌,12
std,滼,12
std,幘,12
std,𣆀,12
std,𥿞,12
std,哞,12
single_vt,觴,12
std,邦,12
std,䭵,12
std,轑,12
std,鹽,12
single_vt,謝,12
std,隃,12
std,掝,12
std,䱉,12
std,甒,12
single_vt,悋,12
single_vt,繇,12
std,沐,12
single_vt,藝,12
std,㬎,12
std,𠄏,12
std,䠟,12
single_vt,廝,12
std,𤎆,12
single_vt,鼠,12
std,僿,12
std,赫,12
std,斄,12
std,狒,12
std,鞳,12
std,𣃥,12
std,奰,12
std,佣,11
std,壂,11
std,敓,11
std,瓽,11
single_vt,秈,11
std,裋,11
std,虆,11
std,尳,11
std,酬,11
std,玨,11
single_vt,條,11
std,𠲽,11
std,呱,11
std,𠱀,11
std,跈,11
std,𨮂,11
std,峖,11
std,厂,11
std,辴,11
std,旃,11
std,奧,11
std,冾,11
std,敷,11
std,魨,11
std,䴺,11
std,芪,11
std,𨁸,11
std,絯,11
std,窼,11
std,𧋐,11
std,氿,11
std,腃,11
std,懢,11
std,鏶,11
single_vt,漁,11
single_vt,漁,11
std,曮,11
std,𣫝,11
single_vt,緇,11
std,僎,11
std,源,11
std,𥴦,11
std,盅,11
std,𧑀,11
std,㥬,11
std,𢾕,11
std,嫪,11
std,𧩄,11
std,鑒,11
single_vt,跪,11
std,誺,11
std,䕺,11
single_vt,謗,11
std,䧏,11
std,腇,11
std,稧,11
std,禖,11
std,摖,11
std,卵,11
single_vt,毯,11
std,㗫,11
single_vt,膚,11
single_vt,嶠,11
std,噳,11
std,𠊷,11
std,姶,11
std,文,11
std,鈃,11
std,㘝,11
std,鬷,11
std,圼,11
std,塗,11
std,弜,11
std,匉,11
single_vt,勸,11
single_vt,迴,11
std,𣺶,11
std,禍,11
std,𢍀,11
std,錀,11
std,俆,11
std,蟵,11
std,萡,11
std,筟,11
std,䅳,11
single_vt,鵯,11
std,赤,11
single_vt,聾,11
std,喲,11
std,樆,11
std,莊,11
std,翯,11
std,戎,11
std,螥,11
std,䏏,11
std,槥,11
single_vt,斥,11
std,柫,11
std,翽,11
std,整,11
std,寐,11
std,𣛝,11
std,肵,11
std,騕,11
single_vt,癊,11
std,衊,11
std,𡕏,11
std,隋,11
std,醩,11
std,椃,11
std,𤣓,11
std,翨,11
std,棇,11
std,杗,11
single_vt,履,11
std,哻,11
std,呼,11
std,堝,11
single_vt,欹,11
std,夔,11
std,泛,11
std,策,11
single_vt,𨴖,11
std,痛,11
single_vt,歲,11
std,怪,11
std,啼,11
std,堗,11
std,沷,11
std,廜,11
std,𣫢,11
std,痡,11
std,憸,11
std,訦,11
std,念,11
std,輈,11
std,跐,11
std,痙,11
std,抪,11
std,鴡,11
single_vt,曉,11
std,富,11
std,媈,11
std,纏,11
mul_vt,疷,11
std,䋿,11
single_vt,輞,11
std,鈲,11
mul_vt,䊀,11
std,胰,11
single_vt,留,11
std,𨔛,11
std,漰,11
single_vt,嚭,11
std,朸,11
mul_vt,䶍,11
std,硫,11
std,痚,11
std,輂,11
std,㗧,11
std,㠑,11
std,胂,11
std,逆,11
std,淫,11
std,益,11
std,𢷻,11
std,數,11
std,㕟,11
std,蛇,11
mul_vt,琑,11
std,𨈀,11
mul_vt,凥,11
mul_vt,濚,11
single_vt,傲,11
std,𣪋,11
std,旄,11
std,昃,11
std,勺,11
std,葸,11
std,裮,11
single_vt,閻,11
std,錤,11
std,㖫,11
std,䧏,11
std,鎙,11
std,丶,11
std,綩,11
std,騁,11
std,鐹,11
std,𩋿,11
std,廑,11
single_vt,廟,11
std,糳,11
std,鑢,11
std,轥,11
std,𩚛,11
std,戟,11
std,𣵫,11
single_vt,鞹,11
std,翢,11
std,𡷗,11
single_vt,踡,11
std,翿,11
single_vt,辯,11
std,蹼,11
single_vt,悴,11
single_vt,聚,11
std,鼁,11
std,𥴧,11
std,蛢,11
std,旃,11
std,㲀,11
std,田,11
std,鱒,11
std,鵯,11
std,蕓,11
std,鸊,11
std,𣘨,11
std,檃,11
std,嶕,11
std,湷,11
std,𥝟,11
std,沽,11
std,旙,11
std,蹠,11
std,䡴,11
std,功,11
std,潭,11
std,誃,11
std,𩦲,11
std,䅥,11
std,銵,11
single_vt,瓚,11
std,豸,11
std,黕,11
std,𣚰,11
std,髮,11
std,哼,11
std,氻,11
std,魭,11
std,段,11
std,眢,11
single_vt,毗,11
std,袢,11
std,橊,11
std,侒,11
std,𤥻,11
std,罯,11
std,䋫,11
std,笘,11
std,簜,11
std,𥘯,11
std,䳢,11
std,𥰠,11
single_vt,鯀,11
std,痵,11
std,侷,11
single_vt,盩,11
single_vt,馲,11
mul_vt,榺,11
single_vt,朡,11
std,罨,11
single_vt,保,11
std,𨰭,11
std,搎,11
single_vt,泭,11
single_vt,臃,11
std,㶁,11
std,鼴,11
single_vt,𧂒,11
std,榒,11
std,極,11
std,卨,11
std,琬,11
std,鴩,11
std,𠽋,11
std,捁,11
std,𤻘,11
std,鉞,11
single_vt,愕,11
std,䩞,11
std,瓊,11
std,隸,11
std,鯫,11
std,蛐,11
std,剺,11
std,磫,11
std,噈,11
single_vt,殯,11
std,𨄅,11
std,磤,11
single_vt,蜘,11
single_vt,繭,11
single_vt,謇,11
std,碝,11
std,輄,11
std,蚾,11
std,粔,11
std,埭,11
std,跙,11
std,迒,11
std,𩄆,11
single_vt,睫,11
std,鎒,11
std,垐,11
std,𤻷,11
std,咻,11
std,䜴,11
single_vt,盱,11
std,匌,11
std,鴇,11
std,咇,11
std,庌,11
std,埼,11
std,鮚,11
std,埕,11
single_vt,澤,11
std,窐,11
mul_vt,秇,11
std,蓯,11
std,余,11
mul_vt,𥤱,11
std,珹,11
std,㔃,11
std,謬,11
std,屇,11
std,堶,11
std,朘,11
single_vt,肅,11
std,荊,11
std,𨷺,11
std,豿,11
std,侀,11
std,蕤,11
single_vt,些,11
std,𣇓,11
std,䛘,11
std,罿,11
std,薩,11
std,𣥜,11
std,𤸳,10
single_vt,瞢,10
std,綱,10
std,邜,10
std,鏔,10
std,𧇀,10
std,柆,10
mul_vt,䲳,10
std,杉,10
std,瀓,10
std,鳷,10
std,𩒰,10
std,𦴻,10
std,鼖,10
std,大,10
single_vt,誻,10
std,越,10
std,𢠢,10
std,煏,10
single_vt,升,10
std,碳,10
single_vt,𧬊,10
std,韗,10
std,鉌,10
std,樀,10
std,巟,10
std,陑,10
std,鋜,10
std,陟,10
std,魚,10
std,氨,10
std,𧿇,10
std,𨴯,10
std,薋,10
std,癮,10
mul_vt,㞘,10
std,缹,10
std,巹,10
single_vt,璡,10
std,淍,10
std,謪,10
std,傏,10
std,𥦗,10
std,晛,10
std,䳺,10
std,揰,10
std,錆,10
single_vt,癀,10
std,𦁉,10
std,䘄,10
std,𠑘,10
std,汽,10
single_vt,䉬,10
std,氵,10
std,垘,10
std,葼,10
std,花,10
std,憲,10
std,䝞,10
std,𧆑,10
std,渱,10
std,墺,10
std,疳,10
std,慘,10
std,矽,10
std,軿,10
std,吰,10
std,抏,10
single_vt,剔,10
single_vt,溘,10
single_vt,阝,10
single_vt,繖,10
std,解,10
std,𣓏,10
std,骳,10
std,髐,10
std,幓,10
single_vt,𣦻,10
std,忑,10
single_vt,虧,10
std,𪇑,10
std,麿,10
single_vt,姣,10
std,𧣝,10
std,䲻,10
std,湕,10
std,𣢑,10
std,墏,10
std,𡨂,10
single_vt,斝,10
std,摿,10
single_vt,捃,10
std,檖,10
std,蚝,10
std,蓺,10
std,寺,10
std,扊,10
std,嵦,10
single_vt,憁,10
mul_vt,亯,10
std,話,10
std,嘰,10
std,筕,10
std,椯,10
single_vt,角,10
std,摛,10
std,𦡱,10
single_vt,煔,10
std,踤,10
std,榵,10
single_vt,殳,10
std,硪,10
std,椋,10
std,蝯,10
std,裯,10
std,棷,10
std,狧,10
single_vt,沔,10
std,澾,10
std,籭,10
std,銝,10
std,鉊,10
std,𣪬,10
single_vt,塹,10
std,坑,10
std,寫,10
std,跐,10
std,怾,10
std,臺,10
single_vt,,10
std,𧎇,10
std,𤅋,10
std,貿,10
std,𧽸,10
std,𨂷,10
std,盻,10
std,䌤,10
std,蟉,10
std,䚷,10
std,蹜,10
std,嬇,10
std,鼫,10
std,碢,10
std,嵽,10
std,㖷,10
std,胐,10
std,耵,10
std,淯,10
std,礳,10
std,𥿫,10
std,嘕,10
std,勮,10
std,嫄,10
std,扤,10
single_vt,昃,10
std,𤞞,10
std,孨,10
std,疊,10
std,鈚,10
std,奓,10
single_vt,鱘,10
std,詛,10
std,礣,10
single_vt,嬎,10
std,鶡,10
single_vt,羖,10
std,猿,10
std,取,10
std,𥍉,10
mul_vt,旤,10
std,蹸,10
single_vt,羶,10
std,旡,10
std,𤢟,10
std,櫑,10
std,旃,10
std,礏,10
std,汝,10
single_vt,足,10
single_vt,帆,10
std,㓔,10
single_vt,共,10
single_vt,權,10
std,顃,10
std,搫,10
std,泭,10
std,廇,10
std,梛,10
std,敬,10
std,矸,10
std,蓛,10
std,兟,10
single_vt,紱,10
single_vt,墀,10
std,䃙,10
std,㺐,10
std,碗,10
single_vt,檇,10
std,䪨,10
std,敜,10
single_vt,慎,10
std,塙,10
std,枆,10
std,蜞,10
std,礛,10
std,𥙿,10
std,㢩,10
std,㾨,10
std,妠,10
std,蕤,10
std,砎,10
std,懠,10
std,鶽,10
std,潪,10
std,㱟,10
std,𪐭,10
std,厽,10
std,𩍐,10
single_vt,燧,10
std,滮,10
single_vt,忕,10
std,泙,10
std,奎,10
mul_vt,𨻵,10
std,逩,10
std,橠,10
std,剝,10
std,潗,10
std,騞,10
single_vt,褻,10
std,怊,10
std,爽,10
std,鴠,10
single_vt,體,10
std,瞫,10
std,𥌽,10
std,唓,10
std,搆,10
std,瀶,10
std,鵋,10
single_vt,麨,10
std,觶,10
std,𪘬,10
std,呱,10
single_vt,孺,10
std,唊,10
std,棇,10
single_vt,泉,10
std,虎,10
std,遲,10
std,跲,10
mul_vt,𨀣,10
std,𪉖,10
single_vt,夢,10
std,掂,10
std,悗,10
std,痑,10
std,𥠆,10
std,季,10
std,酴,10
std,檦,10
std,鴗,10
std,𦒋,10
std,僤,10
std,魪,10
std,𤄷,10
mul_vt,䔩,10
std,癶,10
std,熿,10
std,時,10
std,㛹,10
std,用,10
std,埧,10
std,珕,10
std,琓,10
std,轡,10
single_vt,絁,10
std,𩝐,10
std,跦,10
std,駰,10
single_vt,善,10
std,蜬,10
std,囝,10
std,駊,10
std,嗊,10
std,濈,10
std,鼾,10
std,突,10
std,漭,10
std,𡬡,10
std,𥬭,10
std,猵,10
std,靫,10
std,𩓪,10
std,睗,10
single_vt,噱,10
std,史,10
std,獾,10
std,𡏞,10
std,𠠤,10
std,梋,10
std,犕,10
std,惎,10
single_vt,驅,10
single_vt,蝨,10
single_vt,濟,10
std,揨,10
std,上,10
std,闟,10
std,碨,10
std,赮,10
std,晝,10
std,濎,10
single_vt,顱,10
std,𨀳,10
single_vt,炯,10
std,嶀,10
std,垝,10
std,䒵,10
std,𩬆,10
std,寇,10
std,漭,10
std,㒞,10
std,嵁,10
std,䡩,10
std,嘟,10
std,輲,10
std,郕,10
std,摭,10
std,鴙,10
std,濲,10
std,戟,10
std,籫,10
std,桮,10
std,棳,10
std,菫,10
std,𡢃,10
std,瘃,10
std,訧,10
std,禲,10
std,燡,10
single_vt,悻,10
std,貘,10
std,啎,10
single_vt,瀛,10
single_vt,岧,10
single_vt,惡,10
std,頍,10
std,譗,10
std,哇,10
std,䔽,10
std,譭,10
std,椂,10
single_vt,忞,10
single_vt,䶠,10
std,𨪆,10
std,牿,10
std,袗,10
std,醦,10
std,跫,10
std,鷘,10
std,𠸎,10
single_vt,莎,10
std,喪,10
mul_vt,栞,9
std,閛,9
std,𧐎,9
std,欥,9
std,𤾗,9
single_vt,總,9
single_vt,窮,9
single_vt,檄,9
std,窸,9
single_vt,耄,9
std,晐,9
std,䚄,9
std,㣅,9
std,坿,9
std,囔,9
std,鼽,9
std,㿖,9
single_vt,翅,9
single_vt,𤐧,9
single_vt,幸,9
std,炫,9
std,僐,9
std,翜,9
std,圀,9
std,𦙝,9
std,㤿,9
std,葈,9
std,𧋊,9
single_vt,爝,9
std,𠵨,9
std,烳,9
std,𢜩,9
std,嗟,9
std,蟡,9
std,閞,9
single_vt,燁,9
std,殦,9
std,㞾,9
std,拑,9
std,偙,9
std,銏,9
std,鏒,9
std,叚,9
single_vt,栴,9
std,瞅,9
std,𥙡,9
std,䳬,9
single_vt,迫,9
std,粺,9
std,捖,9
std,蚸,9
std,二,9
single_vt,耩,9
std,饊,9
std,柦,9
std,隒,9
std,鄩,9
std,䠄,9
std,鐰,9
std,罛,9
std,槤,9
std,鼊,9
single_vt,迦,9
std,螔,9
std,慒,9
std,眒,9
std,犯,9
single_vt,疊,9
std,矄,9
std,杸,9
std,穜,9
std,䛥,9
std,鮀,9
mul_vt,𩎉,9
std,𪐴,9
std,䨣,9
std,鴚,9
std,㩆,9
std,獀,9
std,錁,9
single_vt,轡,9
single_vt,口,9
single_vt,寮,9
std,屣,9
std,戧,9
std,剔,9
std,栦,9
std,𢲞,9
std,佌,9
std,裝,9
std,𤴽,9
std,傱,9
std,鈏,9
std,𣉜,9
std,㵿,9
std,樕,9
std,慓,9
std,𢎿,9
std,𠧧,9
std,擖,9
single_vt,跎,9
std,㩧,9
std,叮,9
std,𩚮,9
std,笓,9
std,繲,9
std,蘪,9
std,薐,9
std,𥮵,9
std,矉,9
std,膮,9
std,釫,9
std,溔,9
std,愲,9
std,鉠,9
std,𧏞,9
std,覛,9
single_vt,泮,9
std,綶,9
std,腄,9
single_vt,鑣,9
std,瘊,9
std,鸐,9
std,𤐰,9
std,䡬,9
single_vt,鍱,9
single_vt,麟,9
std,坼,9
std,皕,9
std,隁,9
std,𠏧,9
std,鞈,9
std,𢋀,9
mul_vt,𧣈,9
std,贏,9
single_vt,達,9
std,鐈,9
std,昹,9
single_vt,攜,9
std,欯,9
std,涅,9
std,𥛦,9
std,缹,9
std,㰌,9
std,椵,9
std,鉡,9
std,斲,9
std,櫡,9
std,𥆌,9
std,魃,9
std,釉,9
std,慰,9
mul_vt,𠥱,9
single_vt,爓,9
std,睲,9
single_vt,嬰,9
std,搮,9
mul_vt,𨴊,9
std,䆉,9
std,畚,9
single_vt,婀,9
std,㓵,9
std,脢,9
std,葇,9
std,峿,9
std,𩬚,9
std,罦,9
std,莣,9
std,琡,9
std,礊,9
std,岍,9
std,睧,9
std,嬳,9
std,忔,9
std,峞,9
std,㥄,9
std,坢,9
std,𥋙,9
single_vt,韉,9
std,敬,9
single_vt,峻,9
std,畾,9
std,及,9
single_vt,㭉,9
std,籺,9
std,灢,9
std,霩,9
std,檴,9
std,𠼫,9
std,僩,9
std,𤊳,9
std,麵,9
single_vt,責,9
single_vt,崇,9
single_vt,劉,9
std,鴽,9
single_vt,蜇,9
std,緂,9
std,湎,9
std,米,9
std,樿,9
std,擆,9
std,熱,9
std,奏,9
std,㴼,9
single_vt,龜,9
std,溟,9
single_vt,蛺,9
single_vt,乙,9
std,𡣶,9
std,摵,9
std,𣽡,9
std,虥,9
single_vt,烝,9
std,撏,9
std,朳,9
std,橒,9
std,檞,9
std,勀,9
std,吪,9
std,㮃,9
std,翻,9
std,岟,9
std,䑈,9
mul_vt,轜,9
std,蜲,9
std,墫,9
single_vt,捋,9
std,槈,9
std,狛,9
std,艅,9
std,傺,9
std,眸,9
std,㧣,9
std,媄,9
std,咽,9
std,骫,9
std,𣸫,9
std,𣎅,9
std,洏,9
single_vt,𪐎,9
std,屧,9
std,禸,9
std,峛,9
std,敒,9
single_vt,斧,9
std,𨃓,9
single_vt,咄,9
std,黁,9
std,鶊,9
std,𢡚,9
std,隉,9
std,訁,9
single_vt,替,9
std,歅,9
std,𡧓,9
std,荗,9
single_vt,鹽,9
single_vt,爨,9
std,𨤽,9
std,殕,9
single_vt,髂,9
std,罎,9
mul_vt,㻁,9
std,蟍,9
single_vt,哳,9
single_vt,讀,9
std,𢦥,9
std,璈,9
std,榴,9
std,濌,9
std,懭,9
std,㺄,9
std,迵,9
single_vt,䁾,9
std,笿,9
single_vt,鼎,9
single_vt,你,9
std,懐,9
std,䦚,9
std,蒝,9
single_vt,貔,9
std,覂,9
std,啃,9
std,吞,9
std,湫,9
std,桝,9
std,䘃,9
std,衽,9
std,𠟃,9
single_vt,潛,9
single_vt,蜂,9
single_vt,蛘,9
single_vt,虱,9
mul_vt,𡧃,9
single_vt,磐,9
std,沱,9
std,趟,9
std,𩛢,9
single_vt,頷,9
single_vt,曆,9
single_vt,思,9
std,䔬,9
std,烗,9
std,窗,9
std,婬,9
single_vt,𡂏,9
std,僳,9
std,淜,9
mul_vt,沵,9
std,蹦,9
std,啷,9
std,譪,9
single_vt,蘊,9
std,豰,9
std,瞻,9
std,呣,9
single_vt,漻,9
std,俔,9
std,𠺶,9
std,尬,9
std,瘃,9
std,韸,9
std,栍,9
std,榡,9
std,寶,9
std,𡃇,9
std,襈,9
std,奒,9
std,莙,9
std,色,9
single_vt,剽,9
std,虧,9
std,猓,9
std,貁,9
std,𣣹,9
std,虻,9
std,儿,9
std,檥,9
std,祀,9
std,湹,9
std,整,9
single_vt,䉲,9
std,睊,9
std,槉,9
single_vt,豬,9
std,鐖,9
std,䅀,9
std,晊,9
std,結,9
std,栜,9
std,佹,9
std,矩,9
std,統,9
std,雑,9
single_vt,耘,9
std,罳,9
std,仙,9
single_vt,勞,9
std,蕫,9
single_vt,嶔,9
std,𪗾,9
single_vt,秠,9
std,慹,9
std,屐,9
std,渄,9
single_vt,卹,9
std,卯,9
std,獞,9
std,溜,9
std,蝺,9
std,𩊅,9
std,櫖,9
std,鈀,9
single_vt,𪆁,9
std,郡,9
std,袽,9
std,瀲,9
std,騁,9
std,緪,9
std,商,9
std,䔏,9
std,雐,9
std,蛒,9
single_vt,擒,9
std,㥶,9
std,嶆,9
std,尥,9
single_vt,嚴,9
single_vt,天,9
std,禍,9
std,劙,9
std,𣾴,9
std,吇,9
std,刐,9
std,傼,9
std,刓,9
std,㽿,9
std,㿍,9
std,咪,9
single_vt,杓,9
single_vt,單,9
std,吨,9
std,徙,9
std,眣,9
single_vt,炒,9
single_vt,蹶,9
single_vt,坍,9
single_vt,漁,9
std,𩲉,9
std,汳,9
std,據,9
std,葠,9
std,籪,9
single_vt,弢,9
std,庡,9
std,蜄,9
single_vt,嗜,9
std,媲,9
std,殞,9
std,鼨,9
std,嫟,9
std,帟,9
std,𤺄,9
std,䠇,9
std,𩑜,9
std,脖,9
single_vt,皞,9
std,墬,9
single_vt,屼,9
std,㶕,9
single_vt,襖,9
single_vt,鬮,9
std,鈰,9
std,滾,9
std,橚,9
std,饃,9
std,嶜,9
std,叡,9
std,扭,9
std,圖,9
std,剛,9
std,弮,8
std,鯊,8
std,𦎫,8
std,儐,8
std,剈,8
single_vt,探,8
std,曦,8
std,朎,8
single_vt,燎,8
std,錧,8
std,拗,8
std,𧧣,8
std,栺,8
std,兆,8
std,獥,8
single_vt,堞,8
single_vt,鞕,8
std,箯,8
std,愆,8
single_vt,地,8
std,眔,8
std,𦍕,8
std,歜,8
mul_vt,鐂,8
std,𧗕,8
std,諙,8
std,撩,8
single_vt,畽,8
single_vt,引,8
single_vt,嬾,8
single_vt,鬲,8
std,死,8
single_vt,龍,8
std,𦜇,8
std,紱,8
std,𠳿,8
std,李,8
single_vt,厄,8
single_vt,祀,8
std,瞟,8
mul_vt,鬴,8
std,羭,8
std,襪,8
single_vt,邇,8
std,裀,8
std,䘲,8
std,迴,8
single_vt,騞,8
