type,char,char_freq
std,煜,281
single_vt,俎,280
std,鵑,280
single_vt,指,280
std,平,280
std,鞮,280
std,齠,280
std,窅,280
single_vt,從,279
std,蜺,279
mul_vt,噏,279
std,才,279
std,昕,278
std,筴,278
std,凡,278
std,袟,278
std,迓,278
std,𢤱,278
std,蜚,278
std,涪,277
std,攤,277
std,丫,277
std,爬,277
single_vt,繡,277
std,阡,276
std,伙,276
std,羺,276
std,廖,275
std,銑,275
std,挺,275
std,裊,275
std,覘,275
single_vt,村,275
std,蜘,274
std,䭔,274
std,孱,274
std,喑,274
std,蒐,274
std,𢬵,274
single_vt,怖,274
std,銜,274
std,籜,274
std,勻,274
std,罥,274
std,蕨,274
std,涘,273
std,鋟,273
single_vt,萌,273
std,鶹,273
std,鑷,273
single_vt,職,272
std,韝,272
single_vt,逃,272
std,襆,272
mul_vt,眎,272
std,擠,272
std,恧,272
std,印,272
std,𩂜,272
std,所,272
std,欷,272
std,砒,272
std,辵,271
std,剽,271
std,矇,271
std,扮,271
std,齗,271
std,隰,271
std,皴,270
std,狙,270
std,苽,270
std,覇,270
std,瑋,269
std,韁,269
std,嫟,269
std,跖,269
std,惔,269
single_vt,契,269
std,嗇,269
single_vt,釾,269
std,瑳,269
single_vt,聰,268
std,摛,268
std,猱,268
std,齶,268
std,㗭,268
std,縛,268
std,髆,267
std,氓,267
single_vt,應,267
std,甓,267
std,痼,266
std,袱,266
std,𡸁,266
std,睠,266
std,漪,266
std,捃,265
std,飯,265
std,攖,265
std,缶,265
std,覯,265
std,圩,265
std,僑,265
std,甃,265
std,瀨,265
std,煤,264
std,潬,264
std,䎡,264
std,鉉,264
std,鵓,264
std,咆,264
single_vt,敕,264
std,痺,264
std,敖,264
std,郗,264
std,屩,263
single_vt,陷,263
std,搓,263
std,熹,263
std,廐,263
std,瑫,263
std,髼,263
single_vt,躕,263
std,顇,262
std,媳,262
std,莠,262
std,餝,262
std,鑞,262
std,糶,262
std,淒,261
std,祇,261
std,螘,261
std,惲,261
std,觝,261
std,蠆,260
single_vt,擯,260
std,閱,260
std,從,259
std,柮,259
single_vt,𪘜,259
std,禰,259
single_vt,禪,258
std,璇,258
std,𤘽,258
std,簑,258
std,弉,258
std,蚕,258
std,尫,257
std,櫚,257
std,歔,257
single_vt,變,257
std,洙,257
mul_vt,粃,256
std,矻,256
std,蓍,256
std,戇,256
std,琨,256
std,吮,256
std,交,255
std,跬,255
std,筩,255
std,舀,255
std,惽,255
single_vt,經,255
std,驍,255
std,悰,255
mul_vt,𣦸,255
std,槵,255
single_vt,寶,254
std,棕,254
std,桄,254
std,缸,254
std,症,254
std,扳,254
std,璩,254
std,蛔,254
single_vt,凶,254
std,貰,253
std,罝,253
std,紏,253
std,窂,253
std,薉,253
std,氛,253
single_vt,魂,253
single_vt,躬,253
std,甬,252
std,足,252
single_vt,邊,252
std,唬,252
std,洶,252
single_vt,稚,252
std,弘,252
std,抆,252
single_vt,坻,251
std,醞,251
single_vt,總,251
single_vt,齔,251
std,廛,251
single_vt,漱,250
std,帆,250
std,瘤,250
std,璀,250
single_vt,泯,249
std,滁,249
single_vt,鶯,249
std,業,249
std,㧊,249
std,暠,248
single_vt,條,248
std,蝠,248
std,疹,248
std,頫,248
std,熄,247
std,咐,247
std,爹,247
std,蜓,247
std,堊,247
std,蒔,247
single_vt,蟆,246
std,毖,246
std,鞘,246
std,葭,246
std,歸,246
mul_vt,妷,246
std,斆,246
std,汶,245
single_vt,罽,245
std,曛,245
std,耒,245
std,眹,245
std,磑,245
single_vt,參,244
std,鎣,244
std,諶,244
std,怨,244
std,佔,243
std,塾,243
std,阱,243
std,闖,243
std,劾,243
std,吐,243
std,噩,242
std,差,242
std,詑,242
std,鬮,242
std,紕,242
std,悷,242
std,幘,242
std,翡,242
std,儁,242
std,悃,242
std,帶,241
std,尋,241
std,骼,241
std,沰,241
std,櫛,241
std,襞,240
single_vt,髮,240
single_vt,疊,240
single_vt,熱,240
std,汔,240
single_vt,鹽,240
std,万,240
std,嵌,240
single_vt,肉,240
std,宂,240
std,鞫,239
std,搢,239
std,犴,239
std,抧,239
std,稊,239
std,偁,239
std,俵,238
std,苒,238
std,瀕,237
std,轤,237
std,濮,237
std,真,237
std,𡀔,237
std,昶,237
std,訳,237
std,微,237
std,篅,236
std,齪,236
std,杞,236
single_vt,匆,236
std,璿,235
std,蠃,235
std,窪,235
std,蝙,235
std,駸,235
std,鉸,235
std,懍,234
single_vt,壟,234
std,黽,234
std,匏,234
single_vt,亡,233
std,隹,233
single_vt,靈,233
std,椶,233
std,莢,233
std,簽,233
std,嘹,233
std,蕙,233
std,攊,233
std,𥪡,233
std,杆,233
std,巵,232
std,謚,232
std,萋,232
std,匯,232
std,泚,232
std,泫,231
std,媟,231
std,𣫍,231
std,瓘,231
std,𠃔,230
std,䂮,230
std,笮,230
std,鯁,230
std,蜣,230
std,甖,230
std,戌,229
std,竚,229
std,弧,229
std,鎡,229
std,婪,229
single_vt,遲,228
single_vt,餈,228
std,闞,228
std,斲,228
std,戕,228
std,醭,228
std,詖,228
single_vt,留,228
std,虯,228
single_vt,齶,228
single_vt,吻,228
std,裕,228
std,盧,228
std,挲,227
std,鄋,227
single_vt,額,227
std,瘵,227
std,鷃,227
std,謄,227
single_vt,晉,227
std,犛,227
single_vt,恐,227
std,鬀,227
std,搯,227
std,絣,227
std,滸,226
single_vt,響,226
std,蛺,226
std,倔,226
single_vt,悉,226
std,絰,226
std,綣,226
single_vt,隙,225
std,硎,225
std,蕤,225
std,磷,225
std,猝,225
single_vt,飾,224
std,崚,224
std,詡,224
single_vt,戟,224
std,綩,223
single_vt,駝,223
std,𡆆,223
single_vt,標,223
mul_vt,迊,223
std,玦,223
std,衰,223
std,幰,223
std,臛,223
std,黶,222
std,濩,222
std,唏,222
std,同,222
std,栲,221
std,盋,221
single_vt,纏,221
std,遒,221
mul_vt,覙,220
std,璪,220
std,肻,220
std,只,220
std,醪,220
std,薊,219
std,黼,219
std,䫂,219
std,澱,219
single_vt,圓,219
std,捱,219
std,簞,218
std,備,218
std,莅,218
std,煻,218
single_vt,紙,218
std,稈,217
std,釆,217
std,鈿,217
std,瀋,217
single_vt,耆,217
std,晷,217
single_vt,湊,217
std,忘,217
std,臀,217
std,歛,216
std,鳬,216
std,膨,216
std,楨,216
mul_vt,担,216
std,眵,216
std,莧,216
std,睞,215
std,壻,215
std,畣,215
std,缾,215
std,芊,215
std,紈,215
std,跽,214
std,鑱,214
std,廨,214
std,𠷑,213
std,蜉,213
std,緉,213
std,痿,213
std,臬,213
std,渣,212
std,襦,212
std,沇,212
std,擂,212
std,𡗚,212
std,含,212
std,紘,212
std,蜿,212
std,淙,212
std,疏,212
std,舸,211
mul_vt,閧,211
std,虢,211
single_vt,奔,211
std,癃,211
std,堙,211
std,墉,211
std,鄽,211
std,憬,210
std,徭,210
std,芹,210
std,姐,210
single_vt,飧,210
single_vt,法,210
single_vt,韻,210
std,硃,210
std,挌,210
mul_vt,牗,210
std,慝,210
single_vt,匆,210
std,婀,209
std,頊,209
std,攧,209
std,丟,209
single_vt,麻,209
std,磉,209
std,咥,209
std,旦,209
std,鋡,209
std,韛,208
std,譊,208
std,櫨,208
std,紉,208
std,螭,208
std,湄,208
std,虛,208
std,扒,208
std,䔧,207
std,章,207
std,馗,207
std,煽,207
std,粵,207
std,珥,206
std,朦,206
std,癎,206
std,彴,206
std,牋,206
std,俘,206
std,嘎,206
std,玫,206
std,靺,206
std,蛋,205
std,參,205
single_vt,玨,205
std,桉,205
std,歹,205
std,籀,205
std,惙,205
std,茯,205
std,踣,205
std,跋,205
std,駘,204
std,歪,204
std,筈,204
single_vt,癰,204
single_vt,更,204
std,暐,204
std,毿,204
std,鐔,204
single_vt,聽,204
std,玠,203
std,讌,203
single_vt,謫,203
std,閞,203
std,娩,203
std,煢,203
std,留,202
std,㔟,202
mul_vt,迁,202
std,呤,202
std,祜,202
std,霸,202
std,啓,201
std,黮,201
single_vt,宇,201
std,躕,201
std,涂,201
std,頎,201
std,卌,201
std,畟,201
std,夂,201
single_vt,卵,201
std,尀,200
std,絓,200
std,鞦,200
std,肄,200
single_vt,攝,199
std,餔,199
std,誄,199
std,絜,199
std,絹,199
std,埒,199
std,贇,199
std,蚑,199
std,洿,199
single_vt,崑,199
std,蛩,198
std,柂,198
std,丁,198
std,生,198
std,椹,198
std,蛉,198
std,吒,198
std,俜,198
std,芿,197
std,窯,197
std,秧,197
std,螃,197
std,沔,197
std,蜻,197
single_vt,旨,197
std,洴,197
single_vt,恩,197
std,偪,196
std,侖,196
mul_vt,卭,196
std,玼,196
std,迴,196
single_vt,牒,196
single_vt,舉,196
std,㨾,195
std,麽,195
std,柑,195
std,墩,195
std,灝,194
std,氎,194
std,抨,194
std,媧,194
std,鬘,194
single_vt,濡,194
std,縞,194
std,豉,194
std,餽,194
std,埠,194
std,攄,194
std,閎,194
std,瞙,193
std,左,193
std,継,193
std,莘,193
single_vt,棲,193
single_vt,回,193
std,臏,193
std,搕,193
std,鈆,193
std,曚,192
std,憘,192
std,逴,192
std,罟,192
std,噦,192
std,榕,192
single_vt,痾,192
std,紬,192
std,瓷,192
std,寂,192
single_vt,謎,192
std,嶒,192
std,淬,192
std,儆,191
std,掾,191
std,蜫,191
std,墠,191
std,妳,191
std,涔,191
std,𪧐,191
std,狽,191
std,𠲿,191
std,窬,190
single_vt,蔥,190
std,鬨,190
single_vt,戒,190
std,郛,190
std,淈,190
std,縝,190
std,楣,190
std,懣,189
std,耦,189
std,晈,189
std,翎,189
std,堡,189
single_vt,袋,189
std,鈐,189
single_vt,韭,189
std,惇,189
std,掊,189
std,腳,188
std,喂,188
single_vt,郤,188
std,嗏,188
std,貊,187
std,嗷,187
std,炙,187
std,愀,187
std,荃,187
std,漪,186
std,擉,186
std,蹂,186
std,桁,186
std,閽,186
std,豢,186
std,蚰,186
std,媾,186
std,晰,186
std,漝,186
std,扸,186
std,洸,186
single_vt,腨,185
std,䐡,185
std,躐,185
std,竛,185
std,捎,185
std,蒙,185
std,焜,185
std,颻,185
single_vt,耕,185
std,䙡,184
std,磣,184
std,蕀,184
std,伅,184
single_vt,觀,184
std,緂,184
std,螄,184
std,旨,184
std,蠏,184
std,繙,184
std,篲,184
std,糴,183
std,藞,183
std,榔,183
single_vt,鶴,183
std,噍,183
std,您,183
std,竮,183
std,頵,183
std,挖,183
std,据,183
std,莚,183
std,喋,183
std,鵽,182
single_vt,疆,182
std,𠯗,182
std,䩕,182
std,柈,182
std,宂,182
std,棓,182
std,皁,182
std,哿,182
std,沆,182
std,賬,182
std,礰,182
std,岵,182
std,名,182
std,敀,182
std,縟,182
std,吩,181
std,儷,181
std,曖,181
std,胭,181
std,彀,181
std,扛,181
std,憀,181
single_vt,覺,180
std,噠,180
std,悝,180
std,狻,180
single_vt,涉,180
std,洌,180
std,盒,180
std,綆,180
std,懶,180
std,呱,180
std,羿,180
std,瀹,180
std,橡,179
std,錚,179
std,纈,179
std,翬,179
single_vt,侯,179
std,玕,179
single_vt,萼,179
std,町,179
std,㸑,179
std,籓,179
std,囷,179
std,寛,179
std,栩,179
std,縕,178
std,樾,178
std,咿,178
std,仲,178
std,𧄼,178
single_vt,鵑,178
std,糢,178
mul_vt,朞,178
std,勍,178
std,褌,177
std,扛,177
std,紿,177
std,疚,177
std,鷙,177
std,霎,177
std,璹,177
std,旂,177
std,邙,177
std,義,177
single_vt,戛,177
std,峋,177
single_vt,奪,177
std,韭,177
std,嶙,176
std,蚩,176
std,辮,176
std,賻,176
std,蝍,176
std,馹,176
single_vt,嫩,176
std,鷰,176
std,塜,176
std,燠,176
std,焯,176
std,茜,176
single_vt,迂,176
std,剿,175
std,𠺁,175
std,杇,175
std,巇,175
single_vt,歷,174
std,椑,174
single_vt,擇,174
std,齔,174
std,箔,174
std,驂,174
std,亳,174
single_vt,臞,174
std,淼,174
std,瀏,174
std,廢,173
std,苧,173
single_vt,賢,173
std,湩,173
std,儭,173
std,臗,173
std,湜,173
single_vt,疆,173
std,卬,173
std,砭,172
std,號,172
std,楠,172
std,瑱,172
std,溽,172
single_vt,崖,172
std,㩲,172
std,搽,172
std,颰,172
std,聱,172
std,罤,172
std,衽,172
std,摍,172
single_vt,閻,172
std,蠒,171
std,玆,171
std,栝,171
std,讟,171
std,莒,171
std,确,171
std,悳,171
std,𦊱,171
std,菅,171
std,槀,171
single_vt,㘀,171
std,隩,171
std,蜍,171
std,芍,171
std,擧,170
std,俍,170
single_vt,備,170
mul_vt,䀎,170
std,毛,170
std,光,170
std,﨟,170
std,佺,170
std,灒,170
std,寄,170
std,諜,170
std,螳,170
std,菔,170
single_vt,潛,170
std,拚,169
std,璅,169
single_vt,虎,169
std,犲,169
single_vt,斗,169
std,𤇆,169
std,纛,169
single_vt,弄,169
std,瘋,169
single_vt,銜,169
std,氂,169
mul_vt,𡱈,169
std,呷,169
std,廄,168
std,骷,168
std,飆,168
std,妝,168
std,麩,168
std,塤,168
std,猲,168
single_vt,亡,168
std,荄,167
std,懱,167
mul_vt,𠍴,167
std,陲,167
std,坵,167
std,娼,167
std,剷,167
std,穀,167
std,憮,167
std,檣,167
std,榱,166
std,濼,166
std,騏,166
std,滬,166
std,殲,166
std,逭,166
std,縲,166
std,㕝,166
std,沁,166
std,勰,166
std,㣪,166
single_vt,羚,166
std,圻,165
std,蕘,165
std,扞,165
std,讚,165
std,垤,165
std,樨,165
std,痤,165
std,鋌,165
std,謊,165
std,禋,165
std,騅,165
single_vt,冊,165
std,啝,165
std,耋,165
std,崦,165
std,碟,165
std,揬,165
std,鴝,165
std,饈,164
std,兼,164
std,勣,164
mul_vt,𢌿,164
std,䰂,164
std,闉,164
std,蝱,164
std,崧,164
std,菉,164
std,㷿,164
std,栳,164
single_vt,島,164
std,鉀,163
std,溧,163
std,豌,163
std,咂,163
std,齷,163
std,彳,163
std,棖,163
single_vt,顛,163
std,業,163
std,膈,162
std,綦,162
std,饡,162
std,喰,162
single_vt,銳,162
std,瘟,162
std,惴,162
std,㜸,162
std,儵,162
std,膞,162
std,屺,162
std,𦴭,162
single_vt,奧,162
std,嚶,161
std,黠,161
std,𡋯,161
single_vt,倚,161
std,塏,161
single_vt,衡,161
std,𣣋,161
std,齲,161
single_vt,肥,161
std,韆,161
std,驩,161
std,菑,161
std,蠖,161
single_vt,廄,161
std,喁,160
std,昳,160
std,𢱢,160
std,撦,160
std,喿,160
std,箠,160
std,旄,160
single_vt,銜,160
std,崒,160
std,咋,160
std,闃,160
std,司,160
std,筷,159
std,璠,159
std,褶,159
std,芰,159
single_vt,鴝,159
std,漭,159
std,弇,159
std,梠,159
std,敫,159
std,澥,159
std,韙,159
std,埵,159
std,觢,159
std,寖,159
std,鎞,159
std,泞,158
std,喍,158
std,勸,158
std,驎,158
std,沅,158
std,廕,158
std,摯,158
std,致,158
std,啑,158
single_vt,旆,158
std,睟,158
std,蔟,158
std,酖,157
single_vt,宿,157
mul_vt,冡,157
std,雘,157
std,詃,157
std,遴,157
std,㘁,157
std,麑,157
std,敺,157
single_vt,腰,157
single_vt,䵃,157
std,繄,157
std,喎,157
std,薶,157
std,𢶍,157
std,薺,157
std,餡,157
std,鍪,157
std,畐,157
std,箄,157
std,驗,156
std,寗,156
std,广,156
std,罣,156
std,𠶹,156
std,𣸩,156
std,噀,156
std,謼,156
std,鑣,156
std,偵,155
std,石,155
std,礭,155
std,矴,155
std,砰,155
single_vt,蔓,155
std,窳,155
std,翀,155
std,鰥,154
std,薔,154
std,啀,154
std,晧,154
std,櫻,154
std,鎬,154
std,啚,154
std,秕,154
std,膀,154
std,踧,154
std,瞚,154
single_vt,國,154
std,邴,154
std,獹,154
std,尟,154
std,鰐,154
std,曼,154
std,𩔗,154
std,簡,154
std,簦,153
single_vt,喝,153
std,楪,153
std,蕕,153
std,擭,153
std,磅,153
std,糩,153
std,瘻,153
std,逖,153
std,厶,153
std,讙,153
std,儛,153
std,寇,152
std,淖,152
single_vt,蕊,152
single_vt,崙,152
std,躔,152
std,鬼,152
std,霶,152
std,粱,152
std,閈,152
std,秔,152
std,迻,152
std,艤,151
std,媛,151
std,鍔,151
std,箎,151
mul_vt,𢪛,151
std,乩,151
std,矣,151
std,黐,151
std,鬟,151
std,黻,151
std,亽,151
std,憃,150
std,宀,150
std,湔,150
std,玘,150
single_vt,騭,150
std,狌,150
std,摣,150
std,蓰,150
single_vt,窗,150
std,勌,150
single_vt,乘,150
std,嬖,150
std,釗,150
std,拮,150
std,塠,150
std,枋,150
std,嫋,149
std,歰,149
single_vt,啗,149
std,等,149
std,媵,149
std,褺,149
single_vt,發,149
std,秏,149
std,渦,149
std,治,149
std,蛭,149
std,姒,149
single_vt,矛,149
std,𡨕,149
std,鼯,149
std,綃,149
single_vt,蔽,148
std,噭,148
std,拴,148
std,祺,148
std,棉,148
std,抴,148
std,莪,148
single_vt,抑,148
std,𠰒,148
std,涿,148
std,舵,148
std,闋,148
std,撅,148
std,跱,148
std,岧,148
std,𤩶,147
single_vt,卹,147
std,珊,147
std,哹,147
std,軔,147
std,淫,147
std,謬,147
std,慓,147
std,騮,147
std,蜾,147
std,窊,147
std,劣,147
std,飰,147
std,隼,147
std,尨,147
std,箍,146
std,湀,146
std,忭,146
std,摒,146
std,迍,146
std,刑,146
std,稱,146
std,紲,146
std,厂,146
std,昃,146
std,寠,146
std,鸛,146
std,珫,146
std,礴,146
std,褋,146
std,媽,146
single_vt,憑,145
std,餵,145
std,臞,145
single_vt,濬,145
std,澌,145
single_vt,驢,145
std,摴,145
std,毹,145
std,圩,145
std,踔,145
std,鏑,145
std,熅,145
std,搉,145
std,𥝠,145
std,𣰽,145
std,洱,145
std,輛,145
std,鄎,144
single_vt,虻,144
std,鬯,144
std,伙,144
std,帽,144
std,舄,144
std,総,144
single_vt,跋,144
single_vt,畝,144
std,燬,144
std,哉,144
std,庀,144
std,囒,143
std,蹌,143
std,刎,143
single_vt,捷,143
std,搪,143
std,圳,143
std,霤,143
std,鏞,143
std,奇,143
std,侏,143
std,賠,142
std,圌,142
std,圂,142
std,瞼,142
std,㐌,142
mul_vt,寉,142
std,朿,142
std,詗,142
std,潸,142
std,檳,142
std,璵,142
std,擋,142
std,讜,142
std,听,141
std,雰,141
std,欶,141
std,珌,141
std,袠,141
std,朮,141
std,對,141
std,千,141
std,𨫼,141
single_vt,聽,141
std,簉,141
std,糙,141
std,蹠,141
std,髖,141
std,𩖼,140
std,襤,140
std,嘈,140
std,烙,140
std,倕,140
std,囌,140
std,邡,140
single_vt,齎,140
std,蟯,140
std,膂,140
std,䔉,140
std,朢,140
std,栱,140
std,嶔,139
single_vt,屎,139
std,茇,139
std,螽,139
std,廗,139
std,偱,139
std,榸,139
std,氏,139
single_vt,笑,139
single_vt,普,139
std,睥,139
single_vt,胝,139
std,棄,139
std,州,138
mul_vt,䬸,138
std,㘽,138
std,靸,138
std,踉,138
std,嶄,138
std,宄,138
std,鈇,138
std,穎,138
std,疾,138
single_vt,闕,138
std,嘵,138
std,了,138
std,洫,138
single_vt,鬚,137
std,樝,137
std,鷟,137
std,斸,137
std,吵,137
single_vt,遷,137
std,搘,137
std,蟟,137
single_vt,覷,137
std,餅,137
std,倀,136
std,嗒,136
std,饀,136
mul_vt,偘,136
std,𩥇,136
std,滲,136
std,馺,136
std,齟,136
std,𥢶,136
std,焙,136
std,罟,136
single_vt,隸,136
std,枵,136
std,聲,136
std,詒,136
std,杷,136
single_vt,坐,136
std,緹,135
std,畹,135
std,碪,135
std,殳,135
std,髟,135
single_vt,衽,135
std,藺,135
std,坯,135
std,遠,135
std,㶿,135
std,匠,135
std,媸,135
std,苑,135
std,壼,135
std,柢,135
std,戛,134
std,暌,134
single_vt,觸,134
std,弁,134
std,籲,134
single_vt,蔭,134
std,汭,134
std,㓟,134
std,岬,134
std,俺,134
std,𠁼,134
std,汨,134
std,聮,134
mul_vt,冈,133
std,毯,133
std,壑,133
std,刡,133
single_vt,漫,133
std,亦,133
std,筑,133
std,緱,133
std,枇,133
single_vt,裔,133
std,鷦,133
std,禘,133
single_vt,旃,133
std,鄯,133
std,伉,132
std,葉,132
std,泥,132
std,螂,132
std,甩,132
std,𢍉,132
single_vt,羅,132
single_vt,喪,132
std,懟,132
std,嚟,132
single_vt,燥,132
single_vt,鬥,132
std,卧,132
std,慥,132
single_vt,徵,131
std,覡,131
std,驊,131
std,徜,131
std,瞶,131
std,跼,131
std,踖,131
std,蹭,131
std,蕂,131
single_vt,永,131
std,鉡,131
std,榍,131
std,枰,131
std,摐,131
std,𨢘,131
single_vt,杞,131
std,矝,130
std,阪,130
std,懆,130
std,戡,130
std,烊,130
single_vt,學,130
std,靚,130
std,廋,130
std,龜,130
std,仚,130
single_vt,貿,130
std,鸑,130
std,扑,130
std,躂,130
std,竢,129
mul_vt,㖃,129
std,處,129
std,庥,129
std,瀘,129
std,茤,129
std,伐,129
std,白,129
std,衮,129
std,㸌,129
std,珆,129
std,皦,129
std,蜊,128
std,梐,128
std,榼,128
std,諤,128
std,詧,128
std,磽,128
std,刕,128
std,笄,128
std,騶,128
std,畚,128
std,届,128
std,搴,128
std,纇,128
std,泖,128
std,睽,128
std,蝣,128
std,襪,127
std,隖,127
std,懞,127
std,榖,127
std,蓁,127
std,𣸪,127
std,隸,127
std,那,127
std,華,127
std,礡,127
std,絙,126
std,樅,126
std,簏,126
std,筦,126
std,鈕,126
std,櫟,126
std,糕,126
std,狷,126
single_vt,休,126
std,蝟,126
std,滎,126
std,𡩋,126
mul_vt,璝,126
single_vt,阜,126
std,飤,125
std,阯,125
std,胯,125
std,柰,125
std,忪,125
std,鰻,125
std,𤛆,125
std,鴞,125
std,杅,125
std,獮,125
std,嗁,125
std,鞾,125
std,獐,125
std,竽,125
single_vt,帶,125
std,檮,124
std,腠,124
std,啁,124
std,䂎,124
std,𢮎,124
std,解,124
std,𡀩,124
std,歠,124
std,圯,124
std,黤,124
single_vt,叢,124
std,䵃,124
std,阨,124
std,逯,124
std,簁,124
std,斁,124
std,峪,123
std,暸,123
std,汜,123
std,怨,123
std,燮,123
std,班,123
std,鉆,123
std,凞,123
std,劵,123
std,羕,123
std,䶩,123
std,遮,123
mul_vt,𢩁,123
std,儋,123
single_vt,函,123
std,渃,123
std,憋,122
std,𤛓,122
std,匂,122
std,鐮,122
single_vt,淚,122
std,艣,122
std,壩,122
std,卛,122
single_vt,廟,122
single_vt,𤚼,121
std,𨷲,121
std,𨗉,121
std,玃,121
std,鋋,121
std,奶,121
std,元,121
std,嶢,121
std,瘍,121
mul_vt,𩮜,121
std,凶,121
std,唆,121
std,咎,121
std,覦,121
std,圝,121
std,溘,120
single_vt,窯,120
single_vt,胝,120
std,𠻴,120
std,饘,120
std,麪,120
std,筧,120
single_vt,卑,120
std,怚,120
std,閘,120
std,僦,120
std,餼,120
std,珈,120
std,䘖,120
single_vt,睫,120
std,殽,120
std,埭,119
single_vt,茻,119
std,𩬇,119
std,𨩲,119
std,犙,119
std,羈,119
std,徬,119
std,磻,119
std,檉,119
std,勖,119
std,𠰢,119
std,刲,119
std,戹,119
single_vt,馮,119
std,彝,119
std,鱠,119
std,盱,119
std,鼙,119
std,溲,119
std,濆,118
std,審,118
std,愬,118
std,櫪,118
std,狁,118
std,愎,118
std,饜,118
single_vt,孽,118
std,䖵,118
std,樟,118
std,邅,118
std,擳,118
std,挻,118
std,蜯,118
std,飣,118
mul_vt,焭,118
single_vt,攬,117
std,斕,117
std,暾,117
std,皙,117
std,磁,117
std,綟,117
std,葉,117
std,掙,117
std,犒,117
std,緗,117
std,蜎,117
single_vt,匯,117
std,畎,117
std,贛,117
std,淦,117
std,趒,116
std,㿇,116
std,遮,116
std,絆,116
std,瞤,116
std,佊,116
std,咻,116
std,怵,116
std,薌,116
std,柚,116
std,鏐,116
std,棣,116
std,恭,116
std,齬,116
std,氅,116
single_vt,弊,115
std,薈,115
std,赩,115
std,捒,115
std,搏,115
std,腆,115
std,嵆,115
std,櫝,115
std,猌,115
std,釿,115
std,蜇,115
std,腱,115
std,㰠,115
std,馲,114
std,羡,114
std,㖶,114
std,昞,114
std,屼,114
std,蠓,114
std,郯,114
single_vt,競,114
std,鑌,114
single_vt,勃,113
single_vt,瀆,113
std,鷯,113
std,鼐,113
std,崿,113
std,坋,113
std,𠸍,113
single_vt,諂,113
std,臍,113
std,娓,113
std,瓴,113
std,攉,113
std,韃,113
single_vt,㒥,113
std,䆿,112
std,玿,112
std,楸,112
std,眄,112
std,哳,112
std,廿,112
std,隗,112
std,蕞,112
std,鍚,112
std,蔀,112
std,紱,112
std,顦,112
single_vt,拘,112
std,芷,111
std,𠷌,111
single_vt,盍,111
std,鎰,111
std,眥,111
std,呫,111
std,蘩,111
std,奭,111
std,犎,111
std,諉,111
std,怍,111
std,旰,111
single_vt,垛,111
std,濊,111
std,櫳,111
std,鸕,111
std,酵,111
std,葳,111
single_vt,終,111
std,跋,111
std,閥,111
std,䋾,111
single_vt,顯,111
std,伋,111
std,宛,111
std,厖,111
std,郴,111
std,楩,111
std,㲪,111
std,庶,110
std,妲,110
std,苷,110
single_vt,兩,110
std,兇,110
std,肫,110
std,簀,110
std,鍤,110
std,盰,110
std,觱,110
std,枸,110
std,𥘿,110
single_vt,柳,110
std,𠻬,110
std,窾,110
std,酩,109
std,嚳,109
single_vt,嬰,109
std,剳,109
mul_vt,昰,109
std,歃,109
std,牴,109
std,歊,109
std,气,109
std,侑,109
std,檛,109
std,幪,109
std,襠,109
std,人,109
std,傳,109
std,畀,109
std,邛,109
single_vt,繃,109
single_vt,鹵,109
std,胛,108
std,艘,108
single_vt,癰,108
std,鷸,108
single_vt,辯,108
std,搨,108
mul_vt,芲,108
std,呴,108
std,穠,108
std,辱,108
std,胖,108
std,胱,108
single_vt,飆,108
std,卉,108
std,暱,108
std,襃,108
std,芉,108
std,嚌,108
std,撥,108
std,冥,108
std,洊,108
single_vt,綺,108
single_vt,稱,107
std,鮫,107
std,攏,107
std,矌,107
std,倅,107
std,衎,107
std,蹎,107
std,莽,107
std,釅,107
std,囈,107
std,縗,107
std,枿,107
std,指,107
single_vt,菴,107
std,栓,107
std,篠,107
std,旆,107
std,愍,107
std,堄,107
std,鼬,107
std,孀,107
std,璡,106
std,夌,106
std,爴,106
single_vt,彝,106
std,扂,106
std,瀁,106
std,罌,106
std,笤,106
std,譫,106
single_vt,辣,106
std,圭,106
std,哨,106
std,豊,106
std,圬,106
std,役,106
std,么,106
std,嵇,106
std,忉,106
std,溍,106
std,引,105
std,𡫸,105
std,洨,105
std,幙,105
std,崱,105
std,礬,105
std,矢,104
std,榷,104
std,哢,104
single_vt,笑,104
std,珃,104
std,鐼,104
single_vt,腮,104
std,粺,104
std,戮,104
single_vt,煖,104
std,囤,104
std,澮,104
single_vt,據,104
std,忸,104
std,秫,104
std,芾,104
std,羃,104
single_vt,啟,104
std,逄,104
std,蛄,104
std,桮,104
std,邇,103
single_vt,衄,103
std,絁,103
std,珩,103
std,喨,103
std,諕,103
std,彡,103
std,戔,103
std,㗸,103
single_vt,嶢,103
std,噲,103
std,𠹌,103
std,么,102
std,櫬,102
std,灩,102
single_vt,橋,102
single_vt,淨,102
std,譟,102
std,葑,102
std,圉,102
mul_vt,擈,102
std,縢,102
std,湢,102
std,薯,102
single_vt,帚,102
single_vt,考,102
std,㫰,102
std,狖,102
std,炅,102
std,掄,101
std,𦬔,101
std,㑥,101
std,梱,101
std,鍑,101
single_vt,鬘,101
single_vt,斲,101
std,矯,101
std,𥯤,101
std,殟,101
std,愐,101
std,麫,101
std,綑,101
std,蠛,101
std,媻,101
std,跋,101
std,腓,101
std,鱷,101
std,鷂,101
std,畛,101
single_vt,將,101
std,炟,101
std,遝,101
std,黌,101
std,晌,101
